"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"46","23","22","13","4","0","176.92","6","caught","1","v New Zealand","Christchurch","22 Feb 2005"
"47","71*","99","75","6","0","94.66","6","not out","1","v New Zealand","Auckland","26 Feb 2005"
"48","10*","18","17","1","0","58.82","5","not out","2","v New Zealand","Wellington","1 Mar 2005"
"49","43","40","36","5","0","119.44","6","caught","1","v New Zealand","Napier","5 Mar 2005"
"50","54","100","84","4","0","64.28","5","caught","1","v Bangladesh","Cardiff","18 Jun 2005"
"51","45","92","71","2","1","63.38","5","bowled","1","v England","Bristol","19 Jun 2005"
"52","3","8","6","0","0","50.00","7","caught","1","v England","Birmingham","28 Jun 2005"
"53","80*","120","104","5","1","76.92","5","not out","2","v Bangladesh","Canterbury","30 Jun 2005"
"54","2","18","19","0","0","10.52","6","lbw","1","v England","Lord's","2 Jul 2005"
"55","2","6","9","0","0","22.22","6","bowled","1","v England","Leeds","7 Jul 2005"
"56","DNB","-","-","-","-","-","-","-","2","v England","Lord's","10 Jul 2005"
"57","DNB","-","-","-","-","-","-","-","2","v England","The Oval","12 Jul 2005"
"58","6","20","16","0","0","37.50","6","caught","1","v ICC World XI","Melbourne (Docklands)","5 Oct 2005"
"59","17*","24","15","1","0","113.33","6","not out","1","v ICC World XI","Melbourne (Docklands)","7 Oct 2005"
"60","3","9","3","0","0","100.00","2","lbw","1","v ICC World XI","Melbourne (Docklands)","9 Oct 2005"
"61","31","67","49","2","1","63.26","6","caught","1","v New Zealand","Auckland","3 Dec 2005"
"62","82*","110","77","9","0","106.49","6","not out","1","v New Zealand","Wellington","7 Dec 2005"
"63","71","97","74","9","1","95.94","6","caught","1","v New Zealand","Christchurch","10 Dec 2005"
"64","45*","49","38","3","1","118.42","6","not out","1","v Sri Lanka","Melbourne (Docklands)","13 Jan 2006"
"65","8","18","14","1","0","57.14","6","caught","1","v South Africa","Brisbane","15 Jan 2006"
"66","34","65","44","4","0","77.27","5","caught","1","v South Africa","Melbourne (Docklands)","20 Jan 2006"
"67","67","110","70","5","0","95.71","4","caught","2","v Sri Lanka","Sydney","22 Jan 2006"
"68","16*","40","18","1","0","88.88","6","not out","2","v Sri Lanka","Adelaide","26 Jan 2006"
"69","9*","10","8","1","0","112.50","6","not out","2","v Sri Lanka","Perth","29 Jan 2006"
"70","1","3","2","0","0","50.00","6","run out","1","v South Africa","Melbourne (Docklands)","3 Feb 2006"
"71","27","-","37","0","0","72.97","6","caught","1","v South Africa","Sydney","5 Feb 2006"
"72","80","127","83","4","0","96.38","6","run out","2","v Sri Lanka","Adelaide","10 Feb 2006"
"73","54*","46","28","6","0","192.85","6","not out","1","v Sri Lanka","Sydney","12 Feb 2006"
"74","DNB","-","-","-","-","-","-","-","2","v Sri Lanka","Brisbane","14 Feb 2006"
"75","53","109","82","6","0","64.63","4","caught","1","v South Africa","Centurion","26 Feb 2006"
"76","1","17","15","0","0","6.66","5","caught","2","v South Africa","Cape Town","3 Mar 2006"
"77","25","42","23","0","1","108.69","5","run out","1","v South Africa","Port Elizabeth","5 Mar 2006"
"78","7","42","23","1","0","30.43","6","caught","2","v South Africa","Durban","10 Mar 2006"
"79","DNB","-","-","-","-","-","-","-","1","v South Africa","Johannesburg","12 Mar 2006"
"80","16","77","49","1","0","32.65","3","run out","2","v Bangladesh","Chittagong","23 Apr 2006"
"81","54","121","90","2","0","60.00","4","caught","1","v Bangladesh","Fatullah","26 Apr 2006"
"82","DNB","-","-","-","-","-","-","-","2","v Bangladesh","Fatullah","28 Apr 2006"
"83","81","110","79","9","0","102.53","4","bowled","1","v West Indies","Kuala Lumpur","12 Sep 2006"
"84","64","101","94","5","1","68.08","5","caught","1","v India","Kuala Lumpur","16 Sep 2006"
"85","1","7","8","0","0","12.50","5","caught","1","v West Indies","Kuala Lumpur","18 Sep 2006"
"86","23","32","24","0","0","95.83","6","caught","1","v West Indies","Kuala Lumpur","24 Sep 2006"
"87","47","114","85","3","0","55.29","6","caught","2","v West Indies","Mumbai (BS)","18 Oct 2006"
"88","DNB","-","-","-","-","-","-","-","2","v England","Jaipur","21 Oct 2006"
"89","2*","10","7","0","0","28.57","6","not out","2","v India","Mohali","29 Oct 2006"
"90","14","29","22","1","0","63.63","7","caught","1","v New Zealand","Mohali","1 Nov 2006"
"91","DNB","-","-","-","-","-","-","-","2","v West Indies","Mumbai (BS)","5 Nov 2006"
"92","57*","107","74","4","0","77.02","4","not out","2","v England","Melbourne","12 Jan 2007"
"93","33","58","52","3","0","63.46","4","caught","1","v New Zealand","Hobart","14 Jan 2007"
"94","36","91","62","3","0","58.06","4","caught","2","v England","Brisbane","19 Jan 2007"
"95","75","165","111","9","0","67.56","3","caught","2","v New Zealand","Sydney","21 Jan 2007"
"96","DNB","-","-","-","-","-","-","-","2","v England","Adelaide","26 Jan 2007"
"97","7","16","8","0","0","87.50","4","caught","1","v New Zealand","Perth","28 Jan 2007"
"98","18","47","29","2","0","62.06","4","caught","2","v England","Sydney","2 Feb 2007"
"99","9","45","20","0","0","45.00","4","caught","2","v New Zealand","Melbourne","4 Feb 2007"
"100","33","51","39","0","1","84.61","4","run out","1","v England","Melbourne","9 Feb 2007"
"101","0","17","9","0","0","0.00","4","caught","2","v England","Sydney","11 Feb 2007"
"102","15","29","20","1","0","75.00","4","bowled","1","v Scotland","Basseterre","14 Mar 2007"
"103","93*","124","85","6","3","109.41","4","not out","1","v Netherlands","Basseterre","18 Mar 2007"
"104","92","103","75","7","4","122.66","4","run out","1","v South Africa","Basseterre","24 Mar 2007"
"105","41","71","47","4","0","87.23","4","lbw","1","v West Indies","North Sound","27 Mar 2007"
"106","DNB","-","-","-","-","-","-","-","2","v Bangladesh","North Sound","31 Mar 2007"
"107","55*","130","63","2","0","87.30","4","not out","2","v England","North Sound","8 Apr 2007"
"108","DNB","-","-","-","-","-","-","-","2","v Ireland","Bridgetown","13 Apr 2007"
"109","23","38","31","4","0","74.19","4","caught","2","v Sri Lanka","St George's","16 Apr 2007"
"110","49","59","46","7","0","106.52","4","bowled","1","v New Zealand","St George's","20 Apr 2007"
"111","60*","109","86","8","0","69.76","4","not out","2","v South Africa","Gros Islet","25 Apr 2007"
"112","8*","10","6","1","0","133.33","6","not out","1","v Sri Lanka","Bridgetown","28 Apr 2007"
"113","130","202","132","10","3","98.48","4","run out","1","v India","Bangalore","29 Sep 2007"
"114","27","59","38","3","0","71.05","4","stumped","1","v India","Kochi","2 Oct 2007"
"115","59","89","71","4","0","83.09","4","caught","1","v India","Hyderabad (Deccan)","5 Oct 2007"
"116","6","13","15","1","0","40.00","4","caught","2","v India","Chandigarh","8 Oct 2007"
"117","DNB","-","-","-","-","-","-","-","2","v India","Vadodara","11 Oct 2007"
"118","0","2","1","0","0","0.00","2","caught","1","v India","Nagpur","14 Oct 2007"
"119","0","1","1","0","0","0.00","1","lbw","1","v India","Mumbai","17 Oct 2007"
"120","48","117","76","6","0","63.15","4","caught","2","v New Zealand","Adelaide","14 Dec 2007"
"121","TDNB","-","-","-","-","-","-","-","-","v New Zealand","Sydney","16 Dec 2007"
"122","7","15","13","1","0","53.84","2","caught","1","v New Zealand","Hobart","20 Dec 2007"
"123","2*","17","8","0","0","25.00","4","not out","2","v India","Brisbane","3 Feb 2008"
"124","77*","126","86","2","1","89.53","4","not out","1","v Sri Lanka","Sydney","8 Feb 2008"
"125","11","36","27","1","0","40.74","4","caught","1","v India","Melbourne","10 Feb 2008"
"126","43","105","69","4","0","62.31","4","stumped","1","v Sri Lanka","Perth","15 Feb 2008"
"127","79","175","108","6","0","73.14","4","caught","1","v India","Adelaide","17 Feb 2008"
"128","50","118","69","4","0","72.46","4","caught","1","v Sri Lanka","Melbourne","22 Feb 2008"
"129","31","41","38","0","0","81.57","4","caught","1","v India","Sydney","24 Feb 2008"
"130","0","11","11","0","0","0.00","4","bowled","2","v Sri Lanka","Melbourne","29 Feb 2008"
"131","4","7","8","1","0","50.00","4","caught","1","v India","Sydney","2 Mar 2008"
"132","17","29","22","1","0","77.27","4","bowled","2","v India","Brisbane","4 Mar 2008"
"133","9","24","23","0","0","39.13","4","caught","1","v West Indies","Kingstown","24 Jun 2008"
"134","56","142","98","6","0","57.14","4","lbw","1","v West Indies","St George's","27 Jun 2008"
"135","11*","30","23","0","0","47.82","4","not out","2","v West Indies","St George's","29 Jun 2008"
"136","36","77","51","3","0","70.58","4","lbw","1","v West Indies","Basseterre","4 Jul 2008"
"137","5","20","10","0","0","50.00","4","caught","1","v West Indies","Basseterre","6 Jul 2008"
"138","14","33","34","2","0","41.17","3","caught","1","v Bangladesh","Darwin","30 Aug 2008"
"139","1","9","4","0","0","25.00","3","stumped","2","v Bangladesh","Darwin","3 Sep 2008"
"140","25","75","66","0","0","37.87","3","run out","1","v Bangladesh","Darwin","6 Sep 2008"
"141","19","39","38","1","0","50.00","4","caught","1","v South Africa","Melbourne","16 Jan 2009"
"142","0","5","4","0","0","0.00","4","bowled","2","v South Africa","Perth","30 Jan 2009"
"143","12","35","27","1","0","44.44","4","run out","1","v New Zealand","Perth","1 Feb 2009"
"144","98","197","133","7","0","73.68","2","bowled","1","v New Zealand","Melbourne","6 Feb 2009"
"145","64","100","69","6","1","92.75","2","caught","1","v New Zealand","Sydney","8 Feb 2009"
"146","14","23","19","1","0","73.68","2","caught","2","v New Zealand","Adelaide","10 Feb 2009"
"147","1","5","5","0","0","20.00","2","caught","1","v South Africa","Durban","3 Apr 2009"
"148","5","22","14","0","0","35.71","2","lbw","1","v South Africa","Centurion","5 Apr 2009"
"149","35","91","49","2","0","71.42","2","bowled","2","v South Africa","Cape Town","9 Apr 2009"
"150","50","102","68","4","0","73.52","2","bowled","2","v South Africa","Port Elizabeth","13 Apr 2009"
"151","66","96","60","10","0","110.00","2","caught","1","v South Africa","Johannesburg","17 Apr 2009"
"152","4","-","4","0","0","100.00","4","caught","1","v Pakistan","Dubai (DSC)","22 Apr 2009"
"153","39*","-","72","3","0","54.16","4","not out","2","v Pakistan","Dubai (DSC)","24 Apr 2009"
"154","66","-","93","8","0","70.96","4","caught","1","v Pakistan","Abu Dhabi","27 Apr 2009"
"155","100*","-","122","14","0","81.96","4","not out","2","v Pakistan","Abu Dhabi","1 May 2009"
"156","26","-","43","1","0","60.46","4","caught","1","v Pakistan","Abu Dhabi","3 May 2009"
"157","16","37","28","2","0","57.14","3","bowled","1","v Scotland","Edinburgh","28 Aug 2009"
"158","45","78","72","3","0","62.50","4","caught","1","v England","The Oval","4 Sep 2009"
"159","4","12","11","0","0","36.36","4","caught","1","v England","Lord's","6 Sep 2009"
"160","52","120","92","1","0","56.52","4","bowled","2","v England","Southampton","9 Sep 2009"
"161","62*","102","81","8","0","76.54","4","not out","2","v England","Lord's","12 Sep 2009"
"162","52","87","64","5","0","81.25","4","caught","2","v England","Nottingham","15 Sep 2009"
"163","38","-","81","2","0","46.91","4","run out","1","v England","Chester-le-Street","20 Sep 2009"
"164","58","108","76","1","0","76.31","4","run out","2","v Pakistan","Brisbane","22 Jan 2010"
"165","25","51","35","2","0","71.42","4","caught","1","v Pakistan","Sydney","24 Jan 2010"
"166","80","150","90","3","0","88.88","4","bowled","1","v Pakistan","Adelaide","26 Jan 2010"
"167","10","15","11","0","0","90.90","4","run out","1","v Pakistan","Perth","29 Jan 2010"
"168","18","41","30","0","0","60.00","4","caught","1","v West Indies","Melbourne","7 Feb 2010"
"169","27*","41","28","3","0","96.42","4","not out","2","v West Indies","Adelaide","9 Feb 2010"
"170","46","-","74","1","0","62.16","4","caught","1","v West Indies","Sydney","12 Feb 2010"
"171","47","-","58","0","1","81.03","4","caught","1","v West Indies","Melbourne","19 Feb 2010"
"172","22","41","31","3","0","70.96","4","caught","1","v New Zealand","Napier","3 Mar 2010"
"173","11","35","26","1","0","42.30","4","caught","1","v New Zealand","Auckland","6 Mar 2010"
"174","0","5","5","0","0","0.00","4","stumped","1","v Ireland","Dublin","17 Jun 2010"
"175","87*","149","97","7","0","89.69","4","not out","1","v England","Southampton","22 Jun 2010"
"176","1","11","7","0","0","14.28","4","caught","1","v England","Cardiff","24 Jun 2010"
"177","33","73","54","0","0","61.11","4","caught","1","v England","Manchester","27 Jun 2010"
"178","99*","144","106","7","0","93.39","4","not out","1","v England","The Oval","30 Jun 2010"
"179","111*","203","139","7","1","79.85","3","not out","1","v India","Visakhapatnam","20 Oct 2010"
"180","27","41","31","3","0","87.09","3","caught","1","v Sri Lanka","Melbourne","3 Nov 2010"
"181","25","44","30","1","1","83.33","4","caught","2","v Sri Lanka","Sydney","5 Nov 2010"
"182","50*","79","51","6","1","98.03","3","not out","2","v Sri Lanka","Brisbane","7 Nov 2010"
"183","36","75","57","1","0","63.15","3","caught","2","v England","Melbourne","16 Jan 2011"
"184","10","31","23","1","0","43.47","3","caught","1","v England","Hobart","21 Jan 2011"
"185","9","31","18","0","0","50.00","4","caught","2","v England","Sydney","23 Jan 2011"
"186","15","41","27","1","0","55.55","4","bowled","2","v England","Adelaide","26 Jan 2011"
"187","54","102","74","5","0","72.97","4","caught","1","v England","Brisbane","30 Jan 2011"
"188","82","115","70","4","1","117.14","5","run out","2","v England","Sydney","2 Feb 2011"
"189","58*","77","55","4","0","105.45","4","not out","1","v Zimbabwe","Ahmedabad","21 Feb 2011"
"190","24*","77","37","4","0","64.86","4","not out","2","v New Zealand","Nagpur","25 Feb 2011"
"191","TDNB","-","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","5 Mar 2011"
"192","93","109","80","7","1","116.25","4","caught","1","v Kenya","Bangalore","13 Mar 2011"
"193","16*","29","17","3","0","94.11","4","not out","2","v Canada","Bangalore","16 Mar 2011"
"194","34","59","48","2","0","70.83","4","bowled","1","v Pakistan","Colombo (RPS)","19 Mar 2011"
"195","8","30","19","0","0","42.10","4","caught","1","v India","Ahmedabad","24 Mar 2011"
"196","101","168","111","6","2","90.99","4","caught","1","v Bangladesh","Dhaka","9 Apr 2011"
"197","DNB","-","-","-","-","-","-","-","2","v Bangladesh","Dhaka","11 Apr 2011"
"198","47","90","62","2","0","75.80","3","bowled","1","v Bangladesh","Dhaka","13 Apr 2011"
"199","53*","91","78","1","0","67.94","4","not out","2","v Sri Lanka","Pallekele","10 Aug 2011"
"200","58*","72","67","4","2","86.56","4","not out","2","v Sri Lanka","Hambantota","14 Aug 2011"
"201","46","89","67","3","0","68.65","4","caught","2","v Sri Lanka","Hambantota","16 Aug 2011"
"202","38*","93","60","5","0","63.33","4","not out","2","v Sri Lanka","Colombo (RPS)","20 Aug 2011"
"203","47","94","67","3","0","70.14","4","caught","1","v Sri Lanka","Colombo (RPS)","22 Aug 2011"
"204","44","83","48","5","2","91.66","3","run out","1","v South Africa","Centurion","19 Oct 2011"
"205","1","10","6","0","0","16.66","3","caught","2","v South Africa","Port Elizabeth","23 Oct 2011"
"206","26","54","39","5","0","66.66","4","bowled","2","v South Africa","Durban","28 Oct 2011"
"207","10","24","21","0","0","47.61","4","caught","1","v India","Melbourne","5 Feb 2012"
"208","57","157","88","4","0","64.77","4","caught","1","v Sri Lanka","Perth","10 Feb 2012"
"209","38","63","43","5","0","88.37","3","bowled","1","v India","Adelaide","12 Feb 2012"
"210","72","128","79","5","2","91.13","4","caught","1","v Sri Lanka","Hobart","24 Feb 2012"
"211","37","34","25","5","0","148.00","6","caught","1","v Sri Lanka","Brisbane","4 Mar 2012"
"212","117","143","91","5","4","128.57","4","run out","1","v Sri Lanka","Adelaide","6 Mar 2012"
"213","TDNB","-","-","-","-","-","-","-","-","v Ireland","Belfast","23 Jun 2012"
"214","61","104","67","6","1","91.04","4","lbw","2","v England","Lord's","29 Jun 2012"
"215","10","31","21","1","0","47.61","4","caught","1","v England","The Oval","1 Jul 2012"
"216","43","119","85","4","0","50.58","4","bowled","1","v England","Chester-le-Street","7 Jul 2012"
"217","1","8","2","0","0","50.00","4","run out","1","v England","Manchester","10 Jul 2012"
"218","75","120","94","3","2","79.78","3","stumped","1","v Afghanistan","Sharjah","25 Aug 2012"
"219","66","138","96","5","0","68.75","3","lbw","2","v Pakistan","Sharjah","28 Aug 2012"
"220","37","92","54","3","0","68.51","3","lbw","1","v Pakistan","Abu Dhabi","31 Aug 2012"
"221","32","42","34","4","0","94.11","3","stumped","2","v Pakistan","Sharjah","3 Sep 2012"
"222","9","44","26","1","0","34.61","3","bowled","1","v Sri Lanka","Brisbane","18 Jan 2013"
"223","20","38","20","2","0","100.00","3","lbw","1","v Sri Lanka","Sydney","20 Jan 2013"
"224","DNB","-","-","-","-","-","-","-","2","v West Indies","Perth","1 Feb 2013"
"225","16","28","19","4","0","84.21","4","bowled","1","v West Indies","Perth","3 Feb 2013"
"226","15","34","19","1","0","78.94","4","caught","1","v West Indies","Canberra","6 Feb 2013"
"227","37","92","65","1","0","56.92","4","caught","2","v West Indies","Sydney","8 Feb 2013"
"228","4*","10","5","0","0","80.00","4","not out","1","v Scotland","Edinburgh","3 Sep 2013"
"229","105","141","102","14","0","102.94","4","caught","1","v England","Manchester","8 Sep 2013"
"230","TDNB","-","-","-","-","-","-","-","-","v England","Birmingham","11 Sep 2013"
"231","22","43","28","3","0","78.57","4","lbw","1","v England","Cardiff","14 Sep 2013"
"232","75","96","76","10","1","98.68","5","caught","1","v England","Southampton","16 Sep 2013"
"233","43","64","42","6","0","102.38","4","caught","2","v England","Melbourne","12 Jan 2014"
"234","17","30","20","2","0","85.00","4","caught","2","v England","Brisbane","17 Jan 2014"
"235","34","38","28","4","0","121.42","4","bowled","2","v England","Sydney","19 Jan 2014"
"236","8","30","26","0","0","30.76","4","bowled","1","v England","Adelaide","26 Jan 2014"
"237","68*","142","102","2","0","66.66","3","not out","1","v Zimbabwe","Harare","31 Aug 2014"
"238","11","22","20","1","0","55.00","4","caught","1","v South Africa","Perth","14 Nov 2014"
"239","12","37","18","1","0","66.66","4","caught","1","v New Zealand","Auckland","28 Feb 2015"
"240","DNB","-","-","-","-","-","-","-","1","v Afghanistan","Perth","4 Mar 2015"
"241","68","82","68","6","0","100.00","4","bowled","1","v Sri Lanka","Sydney","8 Mar 2015"
"242","47","55","47","7","2","100.00","1","caught","2","v Scotland","Hobart","14 Mar 2015"
"243","8","10","11","0","0","72.72","4","caught","2","v Pakistan","Adelaide","20 Mar 2015"
"244","10","16","12","1","0","83.33","6","caught","1","v India","Sydney","26 Mar 2015"
"245","74","84","72","10","1","102.77","4","bowled","2","v New Zealand","Melbourne","29 Mar 2015"
