"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"22","53","94","54","8","0","98.14","2","caught","2","v West Indies","Sydney","18 Jan 1997"
"23","0","7","7","0","0","0.00","2","caught","1","v West Indies","Melbourne","20 Jan 1997"
"24","67","-","55","4","5","121.81","2","caught","2","v Sri Lanka","Sharjah","4 Apr 1997"
"25","1","-","2","0","0","50.00","2","caught","1","v Zimbabwe","Sharjah","6 Apr 1997"
"26","7","-","5","1","0","140.00","2","caught","2","v Sri Lanka","Sharjah","7 Apr 1997"
"27","5","-","13","0","0","38.46","8","bowled","1","v Zimbabwe","Sharjah","9 Apr 1997"
"28","8","-","5","0","1","160.00","8","bowled","1","v Sri Lanka","Sharjah","11 Apr 1997"
"29","59","90","46","4","2","128.26","2","bowled","2","v New Zealand","Mohali","9 May 1997"
"30","52","45","29","9","2","179.31","2","caught","1","v Sri Lanka","Gwalior","12 May 1997"
"31","5","9","6","1","0","83.33","2","caught","1","v India","Chennai","21 May 1997"
"32","18","20","10","2","0","180.00","2","caught","2","v Sri Lanka","Mohali","24 May 1997"
"33","17","29","14","1","1","121.42","2","caught","2","v Sri Lanka","Kolkata","27 May 1997"
"34","16","19","12","1","1","133.33","3","caught","2","v Sri Lanka","Colombo (RPS)","14 Jul 1997"
"35","4*","2","1","1","0","400.00","7","not out","1","v Bangladesh","Colombo (RPS)","16 Jul 1997"
"36","0*","4","2","0","0","0.00","7","not out","1","v India","Colombo (SSC)","20 Jul 1997"
"37","13","30","20","2","0","65.00","5","caught","2","v India","Toronto","13 Sep 1997"
"38","0","8","4","0","0","0.00","2","bowled","1","v India","Toronto","14 Sep 1997"
"39","47","62","46","7","0","102.17","2","caught","1","v India","Toronto","17 Sep 1997"
"40","44","64","38","6","0","115.78","2","caught","2","v India","Toronto","18 Sep 1997"
"41","2","16","2","0","0","100.00","2","caught","1","v India","Toronto","20 Sep 1997"
"42","39","60","30","5","2","130.00","1","caught","2","v India","Toronto","21 Sep 1997"
"43","45","80","60","5","1","75.00","2","lbw","2","v India","Hyderabad (Sind)","28 Sep 1997"
"44","72","91","56","9","1","128.57","2","caught","1","v India","Karachi","30 Sep 1997"
"45","47","43","23","5","3","204.34","2","caught","2","v India","Lahore","2 Oct 1997"
"46","7","22","13","1","0","53.84","2","bowled","2","v South Africa","Lahore","2 Nov 1997"
"47","17","-","33","2","0","51.51","1","bowled","2","v West Indies","Lahore","4 Nov 1997"
"48","39","-","45","4","1","86.66","1","bowled","1","v Sri Lanka","Lahore","5 Nov 1997"
"49","67","100","56","6","4","119.64","2","run out","2","v West Indies","Sharjah","12 Dec 1997"
"50","19","38","19","2","1","100.00","2","caught","2","v India","Sharjah","14 Dec 1997"
"51","0","1","1","0","0","0.00","2","bowled","2","v England","Sharjah","15 Dec 1997"
"52","5","-","6","1","0","83.33","1","caught","2","v India","Dhaka","11 Jan 1998"
"53","11","-","19","2","0","57.89","2","caught","2","v Bangladesh","Dhaka","12 Jan 1998"
"54","29","50","41","4","0","70.73","2","caught","1","v India","Dhaka","14 Jan 1998"
"55","21","16","13","2","1","161.53","2","caught","2","v India","Dhaka","16 Jan 1998"
"56","18","-","20","1","1","90.00","2","caught","1","v India","Dhaka","18 Jan 1998"
"57","30","36","20","1","2","150.00","6","caught","2","v Zimbabwe","Harare","28 Mar 1998"
"58","32","27","20","2","3","160.00","2","caught","2","v Zimbabwe","Harare","29 Mar 1998"
"59","19","39","26","3","0","73.07","2","caught","2","v South Africa","Durban","3 Apr 1998"
"60","17","25","17","1","1","100.00","2","caught","1","v Sri Lanka","Paarl","9 Apr 1998"
"61","6","7","10","0","0","60.00","2","run out","2","v Sri Lanka","Benoni","15 Apr 1998"
"62","8","12","8","0","1","100.00","2","caught","1","v India","Toronto","12 Sep 1998"
"63","56","86","49","4","2","114.28","2","caught","1","v India","Toronto","13 Sep 1998"
"64","0","6","2","0","0","0.00","2","lbw","1","v India","Toronto","16 Sep 1998"
"65","109","115","94","7","6","115.95","2","caught","1","v India","Toronto","19 Sep 1998"
"66","10","41","25","1","0","40.00","2","bowled","2","v India","Toronto","20 Sep 1998"
"67","4","23","4","1","0","100.00","1","lbw","2","v West Indies","Dhaka","29 Oct 1998"
"68","6","31","10","0","0","60.00","2","caught","2","v Australia","Karachi","6 Nov 1998"
"69","40","34","26","2","1","153.84","6","run out","1","v Australia","Lahore","10 Nov 1998"
"70","2","7","4","0","0","50.00","6","caught","2","v Zimbabwe","Gujranwala","20 Nov 1998"
"71","26","43","30","4","0","86.66","2","bowled","1","v Zimbabwe","Sheikhupura","22 Nov 1998"
"72","17","-","22","2","1","77.27","1","lbw","1","v Bangladesh","Dhaka","16 Mar 1999"
"73","71","107","70","5","4","101.42","2","caught","1","v Sri Lanka","Jamshedpur","19 Mar 1999"
"74","38","49","33","6","1","115.15","2","caught","1","v India","Jaipur","24 Mar 1999"
"75","0","4","4","0","0","0.00","1","caught","2","v Sri Lanka","Visakhapatnam","27 Mar 1999"
"76","16","55","21","1","0","76.19","2","caught","2","v India","Mohali","1 Apr 1999"
"77","65","100","61","9","1","106.55","2","caught","1","v India","Bangalore","4 Apr 1999"
"78","41","92","54","3","1","75.92","2","caught","1","v England","Sharjah","7 Apr 1999"
"79","28","91","36","3","0","77.77","2","caught","1","v India","Sharjah","8 Apr 1999"
"80","3","15","10","0","0","30.00","2","caught","2","v England","Sharjah","12 Apr 1999"
"81","5","15","9","1","0","55.55","1","run out","1","v India","Sharjah","13 Apr 1999"
"82","24","58","41","3","0","58.53","2","caught","2","v India","Sharjah","16 Apr 1999"
"83","11","27","19","1","0","57.89","2","caught","1","v West Indies","Bristol","16 May 1999"
"84","7","20","9","1","0","77.77","2","run out","1","v Scotland","Chester-le-Street","20 May 1999"
"85","17","25","22","2","1","77.27","2","caught","1","v New Zealand","Derby","28 May 1999"
"86","2","5","4","0","0","50.00","2","caught","2","v Bangladesh","Northampton","31 May 1999"
"87","6","10","5","1","0","120.00","2","caught","2","v India","Manchester","8 Jun 1999"
"88","37","41","29","1","2","127.58","7","caught","1","v Zimbabwe","The Oval","11 Jun 1999"
"89","DNB","-","-","-","-","-","-","-","2","v New Zealand","Manchester","16 Jun 1999"
"90","13","22","16","2","0","81.25","7","lbw","1","v Australia","Lord's","20 Jun 1999"
"91","58","-","50","2","5","116.00","2","caught","1","v Sri Lanka","Sharjah","18 Oct 1999"
"92","4","-","17","0","0","23.52","1","lbw","1","v West Indies","Sharjah","19 Oct 1999"
"93","2","-","9","0","0","22.22","2","caught","1","v Sri Lanka","Sharjah","22 Oct 1999"
"94","0","3","1","0","0","0.00","2","caught","2","v India","Brisbane","10 Jan 2000"
"95","12","24","20","2","0","60.00","2","caught","1","v India","Hobart","21 Jan 2000"
"96","45","67","48","5","1","93.75","2","run out","2","v Australia","Melbourne","23 Jan 2000"
"97","9","22","11","1","0","81.81","2","caught","2","v India","Adelaide","25 Jan 2000"
"98","41","105","59","2","1","69.49","2","caught","1","v India","Perth","28 Jan 2000"
"99","0","2","1","0","0","0.00","2","caught","1","v Australia","Melbourne","2 Feb 2000"
"100","18","8","9","4","0","200.00","2","caught","2","v Australia","Sydney","4 Feb 2000"
"101","0","4","1","0","0","0.00","2","caught","1","v India","Sharjah","23 Mar 2000"
"102","6","27","17","1","0","35.29","2","caught","1","v South Africa","Sharjah","24 Mar 2000"
"103","28","57","41","4","0","68.29","2","stumped","1","v India","Sharjah","26 Mar 2000"
"104","26","61","45","2","0","57.77","2","bowled","1","v South Africa","Sharjah","28 Mar 2000"
"105","52","91","48","5","1","108.33","2","caught","1","v South Africa","Sharjah","31 Mar 2000"
"106","69","87","69","5","3","100.00","2","caught","2","v Zimbabwe","St John's","5 Apr 2000"
"107","5","-","21","0","0","23.80","2","caught","2","v West Indies","Kingstown","12 Apr 2000"
"108","19","42","18","2","0","105.55","2","caught","2","v Zimbabwe","St George's","15 Apr 2000"
"109","17","-","23","2","1","73.91","2","caught","1","v West Indies","Bridgetown","19 Apr 2000"
"110","21","-","27","4","0","77.77","2","caught","2","v West Indies","Port of Spain","22 Apr 2000"
"111","13","-","28","1","0","46.42","2","caught","2","v West Indies","Port of Spain","23 Apr 2000"
"112","45*","34","29","6","1","155.17","5","not out","1","v Bangladesh","Dhaka","2 Jun 2000"
"113","21","33","26","1","1","80.76","5","caught","1","v India","Dhaka","3 Jun 2000"
"114","2*","8","6","0","0","33.33","5","not out","2","v Sri Lanka","Dhaka","5 Jun 2000"
"115","22","35","27","2","0","81.48","3","caught","1","v Sri Lanka","Dhaka","7 Jun 2000"
"116","5","29","16","0","0","31.25","3","caught","1","v Sri Lanka","Galle","5 Jul 2000"
"117","33","40","23","5","0","143.47","2","caught","1","v New Zealand","Singapore","20 Aug 2000"
"118","25","49","42","3","0","59.52","2","caught","1","v South Africa","Singapore","23 Aug 2000"
"119","61","109","69","8","1","88.40","2","caught","2","v England","Lahore","27 Oct 2000"
"120","9","7","7","2","0","128.57","2","caught","2","v England","Rawalpindi","30 Oct 2000"
"121","4*","5","7","1","0","57.14","6","not out","2","v New Zealand","Auckland","17 Feb 2001"
"122","10","11","10","0","1","100.00","6","caught","1","v New Zealand","Napier","20 Feb 2001"
"123","65","62","55","11","1","118.18","2","caught","1","v New Zealand","Dunedin","28 Feb 2001"
"124","21","-","18","2","1","116.66","2","caught","1","v Sri Lanka","Sharjah","8 Apr 2001"
"125","70","-","43","7","6","162.79","2","caught","2","v New Zealand","Sharjah","12 Apr 2001"
"126","13","-","8","2","0","162.50","2","run out","1","v Sri Lanka","Sharjah","13 Apr 2001"
"127","10","-","6","0","1","166.66","2","caught","2","v Sri Lanka","Sharjah","20 Apr 2001"
"128","25","31","24","4","0","104.16","2","caught","1","v England","Birmingham","7 Jun 2001"
"129","11","13","9","2","0","122.22","2","caught","1","v Australia","Cardiff","9 Jun 2001"
"130","30","61","44","2","1","68.18","2","caught","1","v England","Lord's","12 Jun 2001"
"131","2","26","17","0","0","11.76","2","caught","2","v England","Leeds","17 Jun 2001"
"132","23","44","24","4","0","95.83","2","caught","1","v Sri Lanka","Sharjah","27 Oct 2001"
"133","67","122","81","3","5","82.71","2","bowled","1","v Zimbabwe","Sharjah","28 Oct 2001"
"134","58","76","36","2","6","161.11","2","caught","1","v Zimbabwe","Sharjah","31 Oct 2001"
"135","11","12","7","2","0","157.14","1","caught","2","v Sri Lanka","Sharjah","2 Nov 2001"
"136","35","65","38","1","1","92.10","1","caught","2","v Sri Lanka","Sharjah","4 Nov 2001"
"137","7","13","9","1","0","77.77","1","caught","1","v Bangladesh","Chittagong","22 Jan 2002"
"138","4","28","15","0","0","26.66","2","caught","1","v Bangladesh","Dhaka","24 Jan 2002"
"139","83","47","44","6","7","188.63","1","caught","2","v Bangladesh","Dhaka","25 Jan 2002"
"140","35","99","51","2","0","68.62","2","caught","2","v West Indies","Sharjah","14 Feb 2002"
"141","4","13","8","1","0","50.00","2","caught","1","v West Indies","Sharjah","15 Feb 2002"
"142","5","7","6","1","0","83.33","1","caught","2","v West Indies","Sharjah","17 Feb 2002"
"143","5","-","11","0","0","45.45","1","bowled","2","v Sri Lanka","Sharjah","8 Apr 2002"
"144","56","64","53","7","3","105.66","2","bowled","1","v New Zealand","Sharjah","11 Apr 2002"
"145","0","7","5","0","0","0.00","2","caught","2","v Sri Lanka","Sharjah","12 Apr 2002"
"146","108*","171","92","7","8","117.39","2","not out","2","v New Zealand","Sharjah","15 Apr 2002"
"147","14","16","9","0","2","155.55","2","caught","1","v Sri Lanka","Sharjah","17 Apr 2002"
"148","1","11","8","0","0","12.50","2","caught","1","v New Zealand","Karachi","21 Apr 2002"
"149","40","64","37","4","1","108.10","2","lbw","2","v New Zealand","Rawalpindi","24 Apr 2002"
"150","18","25","18","3","0","100.00","2","caught","1","v New Zealand","Lahore","27 Apr 2002"
"151","1","8","9","0","0","11.11","2","caught","1","v Australia","Melbourne (Docklands)","12 Jun 2002"
"152","3","9","7","0","0","42.85","8","caught","2","v Australia","Melbourne (Docklands)","15 Jun 2002"
"153","14","9","11","1","1","127.27","8","run out","1","v Australia","Brisbane","19 Jun 2002"
"154","33","34","28","3","1","117.85","6","caught","2","v South Africa","Tangier","12 Aug 2002"
"155","13","19","17","0","1","76.47","5","caught","1","v Sri Lanka","Tangier","14 Aug 2002"
"156","26","25","16","0","3","162.50","9","caught","2","v Sri Lanka","Tangier","17 Aug 2002"
"157","62","73","40","6","4","155.00","3","caught","2","v South Africa","Tangier","18 Aug 2002"
"158","27","37","22","3","2","122.72","3","caught","2","v Kenya","Nairobi (Gym)","29 Aug 2002"
"159","0","2","2","0","0","0.00","3","bowled","2","v Australia","Nairobi (Gym)","30 Aug 2002"
"160","31","38","28","3","2","110.71","3","caught","2","v Kenya","Nairobi (Gym)","1 Sep 2002"
"161","0","3","1","0","0","0.00","8","caught","1","v Australia","Nairobi (Gym)","4 Sep 2002"
"162","6","9","7","0","1","85.71","2","caught","1","v Australia","Nairobi (Gym)","7 Sep 2002"
"163","4","15","12","0","0","33.33","2","caught","1","v Sri Lanka","Colombo (RPS)","12 Sep 2002"
"164","55*","22","18","4","6","305.55","3","not out","2","v Netherlands","Colombo (SSC)","21 Sep 2002"
"165","4","4","3","1","0","133.33","5","caught","1","v Zimbabwe","Bulawayo","23 Nov 2002"
"166","30","25","18","1","3","166.66","3","caught","1","v Zimbabwe","Bulawayo","24 Nov 2002"
"167","0","3","2","0","0","0.00","4","caught","1","v Zimbabwe","Harare","27 Nov 2002"
"168","DNB","-","-","-","-","-","-","-","2","v Zimbabwe","Harare","30 Nov 2002"
"169","8","12","8","0","1","100.00","7","run out","1","v Zimbabwe","Harare","1 Dec 2002"
"170","13","8","8","3","0","162.50","2","caught","1","v South Africa","Port Elizabeth","11 Dec 2002"
"171","16","28","16","2","1","100.00","2","caught","2","v South Africa","East London","13 Dec 2002"
"172","0","5","4","0","0","0.00","8","bowled","1","v South Africa","Paarl","16 Dec 2002"
"173","17","28","16","1","1","106.25","8","bowled","2","v South Africa","Cape Town","18 Dec 2002"
"174","1","16","8","0","0","12.50","2","caught","2","v Australia","Johannesburg","11 Feb 2003"
"175","6","12","6","0","1","100.00","2","caught","2","v England","Cape Town","22 Feb 2003"
"176","9","9","7","2","0","128.57","7","caught","1","v India","Centurion","1 Mar 2003"
"177","80","92","58","10","4","137.93","2","bowled","1","v India","Rawalpindi","16 Mar 2004"
"178","6","8","5","1","0","120.00","2","bowled","2","v India","Peshawar","19 Mar 2004"
"179","3","10","10","0","0","30.00","2","caught","1","v India","Lahore","21 Mar 2004"
"180","19","17","14","2","1","135.71","2","caught","1","v India","Amstelveen","21 Aug 2004"
"181","0","1","0","0","0","-","6","run out","2","v Australia","Amstelveen","28 Aug 2004"
"182","0","13","7","0","0","0.00","3","lbw","2","v Australia","Lord's","4 Sep 2004"
"183","3","8","4","0","0","75.00","4","bowled","2","v Kenya","Birmingham","14 Sep 2004"
"184","25","27","12","1","2","208.33","8","caught","2","v India","Birmingham","19 Sep 2004"
"185","17","22","13","1","1","130.76","8","stumped","1","v West Indies","Southampton","22 Sep 2004"
"186","58","-","26","5","4","223.07","8","bowled","1","v Zimbabwe","Multan","30 Sep 2004"
"187","16*","-","6","0","2","266.66","8","not out","2","v Zimbabwe","Peshawar","3 Oct 2004"
"188","DNB","-","-","-","-","-","-","-","2","v Sri Lanka","Karachi","6 Oct 2004"
"189","DNB","-","-","-","-","-","-","-","2","v Sri Lanka","Lahore","14 Oct 2004"
"190","11","7","6","1","1","183.33","8","caught","2","v Sri Lanka","Lahore","16 Oct 2004"
"191","DNB","-","-","-","-","-","-","-","2","v India","Kolkata","13 Nov 2004"
"192","56*","32","26","4","4","215.38","8","not out","1","v Australia","Hobart","16 Jan 2005"
"193","DNB","-","-","-","-","-","-","-","2","v West Indies","Brisbane","19 Jan 2005"
"194","48","-","37","3","3","129.72","8","stumped","1","v Australia","Sydney","23 Jan 2005"
"195","17","23","16","1","0","106.25","8","caught","2","v West Indies","Adelaide","28 Jan 2005"
"196","30","-","13","3","2","230.76","8","caught","2","v Australia","Perth","30 Jan 2005"
"197","23","-","10","1","2","230.00","7","bowled","1","v West Indies","Perth","1 Feb 2005"
"198","26","-","15","0","3","173.33","8","caught","2","v Australia","Melbourne","4 Feb 2005"
"199","31","23","21","1","2","147.61","8","run out","2","v Australia","Sydney","6 Feb 2005"
"200","8","12","11","1","0","72.72","8","caught","2","v India","Kochi","2 Apr 2005"
"201","0","9","2","0","0","0.00","2","bowled","2","v India","Visakhapatnam","5 Apr 2005"
"202","17","26","17","3","0","100.00","2","caught","1","v India","Jamshedpur","9 Apr 2005"
"203","40","43","23","5","2","173.91","2","caught","2","v India","Ahmedabad","12 Apr 2005"
"204","102","76","46","10","9","221.73","2","bowled","2","v India","Kanpur","15 Apr 2005"
"205","44","50","23","6","1","191.30","2","caught","1","v India","Delhi","17 Apr 2005"
"206","24","25","21","3","0","114.28","2","run out","1","v West Indies","Kingstown","18 May 2005"
"207","12","7","10","1","1","120.00","2","caught","1","v West Indies","Gros Islet","21 May 2005"
"208","56","48","30","6","2","186.66","2","caught","1","v West Indies","Gros Islet","22 May 2005"
"209","13","23","10","3","0","130.00","6","caught","2","v Africa XI","Centurion","17 Aug 2005"
"210","6","5","2","0","1","300.00","2","lbw","1","v Africa XI","Durban","20 Aug 2005"
"211","0","14","4","0","0","0.00","2","caught","2","v Africa XI","Durban","21 Aug 2005"
"212","2","4","4","0","0","50.00","8","lbw","2","v Australia","Melbourne (Docklands)","5 Oct 2005"
"213","16","12","8","2","1","200.00","10","caught","2","v Australia","Melbourne (Docklands)","9 Oct 2005"
"214","31","20","14","3","2","221.42","5","run out","1","v England","Karachi","15 Dec 2005"
"215","34","47","33","0","2","103.03","7","bowled","1","v England","Rawalpindi","19 Dec 2005"
"216","4","19","10","0","0","40.00","7","bowled","2","v England","Rawalpindi","21 Dec 2005"
"217","17","25","15","1","1","113.33","4","run out","2","v India","Peshawar","6 Feb 2006"
"218","18","17","11","2","1","163.63","7","caught","1","v India","Rawalpindi","11 Feb 2006"
"219","19","29","18","2","0","105.55","2","caught","1","v India","Lahore","13 Feb 2006"
"220","2","7","5","0","0","40.00","7","lbw","1","v Sri Lanka","Colombo (RPS)","17 Mar 2006"
"221","2","16","10","0","0","20.00","2","caught","2","v Sri Lanka","Colombo (RPS)","19 Mar 2006"
"222","1","3","2","0","0","50.00","7","caught","2","v Sri Lanka","Colombo (SSC)","22 Mar 2006"
"223","DNB","-","-","-","-","-","-","-","2","v India","Abu Dhabi","18 Apr 2006"
"224","0","8","2","0","0","0.00","3","bowled","2","v India","Abu Dhabi","19 Apr 2006"
"225","11","11","10","2","0","110.00","6","caught","2","v Scotland","Edinburgh","27 Jun 2006"
"226","DNB","-","-","-","-","-","-","-","2","v England","Cardiff","30 Aug 2006"
"227","DNB","-","-","-","-","-","-","-","2","v England","Lord's","2 Sep 2006"
"228","0","5","3","0","0","0.00","6","caught","2","v England","Southampton","5 Sep 2006"
"229","23","45","27","2","1","85.18","2","lbw","1","v England","Nottingham","8 Sep 2006"
"230","2","6","7","0","0","28.57","3","bowled","1","v England","Birmingham","10 Sep 2006"
"231","1","10","8","0","0","12.50","5","caught","2","v Sri Lanka","Jaipur","17 Oct 2006"
"232","4","18","6","0","0","66.66","5","caught","2","v New Zealand","Mohali","25 Oct 2006"
"233","14","9","8","1","1","175.00","8","lbw","2","v South Africa","Mohali","27 Oct 2006"
"234","1","9","6","0","0","16.66","2","bowled","1","v West Indies","Multan","13 Dec 2006"
"235","17","15","14","2","1","121.42","4","caught","2","v South Africa","Centurion","4 Feb 2007"
"236","77*","54","35","5","6","220.00","6","not out","1","v South Africa","Durban","7 Feb 2007"
"237","8","11","4","1","0","200.00","7","caught","1","v South Africa","Port Elizabeth","9 Feb 2007"
"238","16","14","10","1","1","160.00","7","bowled","1","v Zimbabwe","Kingston","21 Mar 2007"
"239","73*","-","34","8","4","214.70","7","not out","2","v Sri Lanka","Abu Dhabi","18 May 2007"
"240","1","-","5","0","0","20.00","7","caught","1","v Sri Lanka","Abu Dhabi","20 May 2007"
"241","47","55","26","5","2","180.76","8","caught","2","v South Africa","Lahore","18 Oct 2007"
"242","6","5","4","0","1","150.00","7","caught","1","v South Africa","Lahore","20 Oct 2007"
"243","32","29","18","4","2","177.77","2","caught","2","v South Africa","Faisalabad","23 Oct 2007"
"244","0","6","4","0","0","0.00","2","caught","1","v South Africa","Multan","26 Oct 2007"
"245","9","30","11","0","1","81.81","7","caught","2","v South Africa","Lahore","29 Oct 2007"
"246","31","40","32","1","1","96.87","5","stumped","1","v India","Guwahati","5 Nov 2007"
"247","29*","26","14","3","1","207.14","7","not out","2","v India","Mohali","8 Nov 2007"
"248","12","16","7","2","0","171.42","2","bowled","2","v India","Kanpur","11 Nov 2007"
"249","1","9","4","0","0","25.00","5","lbw","1","v India","Gwalior","15 Nov 2007"
"250","2*","6","3","0","0","66.66","7","not out","1","v Zimbabwe","Karachi","21 Jan 2008"
"251","43*","33","27","4","2","159.25","7","not out","2","v Zimbabwe","Hyderabad (Sind)","24 Jan 2008"
"252","85","61","52","2","6","163.46","7","caught","1","v Zimbabwe","Multan","27 Jan 2008"
"253","DNB","-","-","-","-","-","-","-","2","v Zimbabwe","Faisalabad","30 Jan 2008"
"254","27*","13","11","2","2","245.45","7","not out","1","v Bangladesh","Lahore","8 Apr 2008"
"255","DNB","-","-","-","-","-","-","-","2","v Bangladesh","Faisalabad","11 Apr 2008"
"256","13","9","9","2","0","144.44","5","caught","1","v Bangladesh","Lahore","13 Apr 2008"
"257","DNB","-","-","-","-","-","-","-","2","v Bangladesh","Multan","16 Apr 2008"
"258","4","8","5","0","0","80.00","6","caught","1","v Bangladesh","Karachi","19 Apr 2008"
"259","20","24","17","1","0","117.64","5","caught","1","v Bangladesh","Dhaka","8 Jun 2008"
"260","23","26","19","3","0","121.05","7","stumped","2","v India","Dhaka","10 Jun 2008"
"261","10*","18","11","0","0","90.90","5","not out","1","v India","Dhaka","14 Jun 2008"
"262","4","10","6","0","0","66.66","7","caught","1","v Hong Kong","Karachi","24 Jun 2008"
"263","9","17","8","0","0","112.50","6","caught","1","v India","Karachi","26 Jun 2008"
"264","0","5","1","0","0","0.00","6","caught","2","v Sri Lanka","Karachi","29 Jun 2008"
"265","DNB","-","-","-","-","-","-","-","2","v India","Karachi","2 Jul 2008"
"266","4","8","6","0","0","66.66","6","caught","2","v West Indies","Abu Dhabi","12 Nov 2008"
"267","28","31","24","1","1","116.66","7","caught","1","v West Indies","Abu Dhabi","14 Nov 2008"
"268","6","4","5","0","0","120.00","6","caught","1","v West Indies","Abu Dhabi","16 Nov 2008"
"269","DNB","-","-","-","-","-","-","-","2","v Sri Lanka","Karachi","20 Jan 2009"
"270","14","28","19","1","0","73.68","7","caught","2","v Sri Lanka","Karachi","21 Jan 2009"
"271","0","5","3","0","0","0.00","7","bowled","2","v Sri Lanka","Lahore","24 Jan 2009"
"272","24","-","16","5","0","150.00","6","caught","2","v Australia","Dubai (DSC)","22 Apr 2009"
"273","41","-","40","5","1","102.50","6","caught","1","v Australia","Dubai (DSC)","24 Apr 2009"
"274","6","-","8","0","0","75.00","6","caught","2","v Australia","Abu Dhabi","27 Apr 2009"
"275","40","-","40","4","0","100.00","6","caught","1","v Australia","Abu Dhabi","1 May 2009"
"276","DNB","-","-","-","-","-","-","-","2","v Australia","Abu Dhabi","3 May 2009"
"277","27","50","28","1","1","96.42","3","caught","2","v Sri Lanka","Dambulla","30 Jul 2009"
"278","7","18","9","1","0","77.77","7","caught","1","v Sri Lanka","Dambulla","1 Aug 2009"
"279","32","18","20","5","0","160.00","7","bowled","1","v Sri Lanka","Dambulla","3 Aug 2009"
"280","2*","6","2","0","0","100.00","7","not out","1","v Sri Lanka","Colombo (RPS)","7 Aug 2009"
"281","5","5","3","0","0","166.66","7","caught","1","v Sri Lanka","Colombo (RPS)","9 Aug 2009"
"282","17*","47","25","1","0","68.00","7","not out","2","v West Indies","Johannesburg","23 Sep 2009"
"283","4","3","2","1","0","200.00","6","caught","1","v India","Centurion","26 Sep 2009"
"284","15","32","18","3","0","83.33","2","caught","1","v Australia","Centurion","30 Sep 2009"
"285","4","12","4","0","0","100.00","7","caught","1","v New Zealand","Johannesburg","3 Oct 2009"
"286","70","57","50","4","3","140.00","6","caught","1","v New Zealand","Abu Dhabi","3 Nov 2009"
"287","0","1","1","0","0","0.00","4","caught","2","v New Zealand","Abu Dhabi","6 Nov 2009"
"288","5","19","10","0","0","50.00","6","caught","2","v New Zealand","Abu Dhabi","9 Nov 2009"
"289","48","32","26","5","3","184.61","7","caught","1","v Australia","Brisbane","22 Jan 2010"
"290","9","20","7","0","1","128.57","7","caught","2","v Australia","Sydney","24 Jan 2010"
"291","40","49","29","4","1","137.93","7","bowled","2","v Australia","Adelaide","26 Jan 2010"
"292","29","20","10","3","2","290.00","7","caught","2","v Australia","Perth","29 Jan 2010"
"293","1","5","4","0","0","25.00","7","caught","1","v Australia","Perth","31 Jan 2010"
"294","109","130","76","8","7","143.42","6","caught","2","v Sri Lanka","Dambulla","15 Jun 2010"
"295","32","42","25","2","1","128.00","6","lbw","1","v India","Dambulla","19 Jun 2010"
"296","124","75","60","17","4","206.66","6","caught","1","v Bangladesh","Dambulla","21 Jun 2010"
"297","19","44","25","1","0","76.00","6","caught","2","v England","Chester-le-Street","10 Sep 2010"
"298","9","16","6","0","1","150.00","6","caught","1","v England","Leeds","12 Sep 2010"
"299","34","38","29","3","1","117.24","7","run out","1","v England","The Oval","17 Sep 2010"
