"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"1","1","-","7","0","0","14.28","7","caught","1","v West Indies","Scarborough","26 Aug 1976"
"2","20","-","21","1","0","95.23","7","caught","2","v West Indies","Birmingham","30 Aug 1976"
"3","15*","-","12","1","0","125.00","7","not out","2","v Pakistan","Sahiwal","23 Dec 1977"
"4","17*","-","22","0","0","77.27","6","not out","2","v Pakistan","Sialkot","30 Dec 1977"
"5","11","-","10","2","0","110.00","5","caught","2","v Pakistan","Lahore","13 Jan 1978"
"6","31","-","24","3","1","129.16","6","caught","1","v Pakistan","Manchester","24 May 1978"
"7","1","-","3","0","0","33.33","6","bowled","1","v Pakistan","The Oval","26 May 1978"
"8","3","-","8","0","0","37.50","5","caught","1","v New Zealand","Scarborough","15 Jul 1978"
"9","34","-","13","3","1","261.53","6","caught","1","v New Zealand","Manchester","17 Jul 1978"
"10","TDNB","-","-","-","-","-","-","-","-","v Australia","Sydney","13 Jan 1979"
"11","DNB","-","-","-","-","-","-","-","2","v Australia","Melbourne","24 Jan 1979"
"12","31","46","41","3","0","75.60","6","caught","1","v Australia","Melbourne","4 Feb 1979"
"13","13","28","19","3","0","68.42","6","bowled","1","v Australia","Melbourne","7 Feb 1979"
"14","18*","31","14","2","0","128.57","6","not out","2","v Australia","Lord's","9 Jun 1979"
"15","DNB","-","-","-","-","-","-","-","2","v Canada","Manchester","13 Jun 1979"
"16","22","58","48","1","1","45.83","6","bowled","1","v Pakistan","Leeds","16 Jun 1979"
"17","21","31","30","2","0","70.00","6","lbw","1","v New Zealand","Manchester","20 Jun 1979"
"18","4","7","3","0","0","133.33","6","caught","2","v West Indies","Lord's","23 Jun 1979"
"19","11","20","19","1","0","57.89","6","bowled","1","v West Indies","Sydney","28 Nov 1979"
"20","10","9","10","1","0","100.00","6","caught","2","v Australia","Melbourne","8 Dec 1979"
"21","5","3","4","1","0","125.00","6","caught","1","v Australia","Sydney","11 Dec 1979"
"22","4","11","9","0","0","44.44","6","lbw","1","v West Indies","Brisbane","23 Dec 1979"
"23","6","9","10","0","1","60.00","6","lbw","2","v Australia","Sydney","26 Dec 1979"
"24","0","4","3","0","0","0.00","7","bowled","2","v Australia","Sydney","14 Jan 1980"
"25","22","18","11","3","1","200.00","7","caught","2","v West Indies","Adelaide","16 Jan 1980"
"26","19","37","31","0","0","61.29","6","caught","2","v West Indies","Melbourne","20 Jan 1980"
"27","37","49","40","3","1","92.50","6","caught","1","v West Indies","Sydney","22 Jan 1980"
"28","30","-","22","5","0","136.36","6","caught","2","v West Indies","Leeds","28 May 1980"
"29","42*","-","49","3","1","85.71","6","not out","2","v West Indies","Lord's","30 May 1980"
"30","4","2","2","1","0","200.00","6","caught","1","v Australia","The Oval","20 Aug 1980"
"31","2","4","2","0","0","100.00","6","bowled","1","v Australia","Birmingham","22 Aug 1980"
"32","60","153","108","5","0","55.55","6","caught","2","v West Indies","Kingstown","4 Feb 1981"
"33","27","62","57","2","0","47.36","6","bowled","1","v West Indies","Albion","26 Feb 1981"
"34","13*","6","8","2","0","162.50","6","not out","2","v Australia","Lord's","4 Jun 1981"
"35","24","30","21","3","0","114.28","7","caught","2","v Australia","Birmingham","6 Jun 1981"
"36","5","16","13","0","0","38.46","7","caught","2","v Australia","Leeds","8 Jun 1981"
"37","25*","-","13","1","2","192.30","7","not out","2","v India","Ahmedabad","25 Nov 1981"
"38","5","-","9","1","0","55.55","3","lbw","1","v India","Jalandhar","20 Dec 1981"
