"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"1","17","21","22","1","0","77.27","4","stumped","1","v Kenya","Nairobi (Gym)","3 Oct 1996"
"2","35","66","49","5","0","71.42","2","caught","2","v India","Rajkot","29 Oct 1996"
"3","31","73","46","3","0","67.39","5","caught","2","v India","Mumbai","14 Dec 1996"
"4","10","29","19","2","0","52.63","2","caught","2","v Australia","East London","29 Mar 1997"
"5","28","64","33","3","1","84.84","2","bowled","1","v Australia","Cape Town","2 Apr 1997"
"6","0","3","5","0","0","0.00","2","caught","2","v Australia","Durban","5 Apr 1997"
"7","22","18","18","3","0","122.22","2","lbw","2","v Australia","Johannesburg","8 Apr 1997"
"8","33","55","43","2","1","76.74","2","caught","1","v Australia","Centurion","10 Apr 1997"
"9","29","46","38","2","0","76.31","2","caught","1","v Australia","Bloemfontein","13 Apr 1997"
"10","15","52","30","1","0","50.00","2","run out","1","v Australia","Melbourne","9 Dec 1997"
"11","12","48","22","0","0","54.54","2","caught","1","v New Zealand","Hobart","11 Dec 1997"
"12","2","8","7","0","0","28.57","5","lbw","1","v New Zealand","Brisbane","9 Jan 1998"
"13","2","3","4","0","0","50.00","6","bowled","2","v Australia","Brisbane","11 Jan 1998"
"14","8","25","22","0","0","36.36","5","caught","1","v New Zealand","Perth","16 Jan 1998"
"15","5","17","9","0","0","55.55","3","caught","2","v Pakistan","East London","11 Apr 1998"
"16","33","46","43","3","0","76.74","4","caught","1","v Sri Lanka","Port Elizabeth","13 Apr 1998"
"17","10","30","22","1","0","45.45","2","caught","2","v Sri Lanka","Bloemfontein","19 Apr 1998"
"18","10","20","17","2","0","58.82","2","caught","2","v West Indies","Johannesburg","22 Jan 1999"
"19","29","44","42","2","2","69.04","2","caught","1","v West Indies","Durban","27 Jan 1999"
"20","125","191","146","9","0","85.61","2","caught","1","v West Indies","Port Elizabeth","30 Jan 1999"
"21","17","47","33","2","0","51.51","2","bowled","1","v West Indies","Cape Town","2 Feb 1999"
"22","12","46","29","1","0","41.37","1","caught","1","v West Indies","Centurion","7 Feb 1999"
"23","16","27","27","3","0","59.25","2","bowled","1","v New Zealand","Dunedin","14 Feb 1999"
"24","4*","9","4","1","0","100.00","2","not out","2","v New Zealand","Napier","25 Mar 1999"
"25","52","99","66","6","0","78.78","2","run out","2","v New Zealand","Napier","26 Mar 1999"
"26","2","11","9","0","0","22.22","2","lbw","1","v New Zealand","Auckland","27 Mar 1999"
"27","47","63","48","6","1","97.91","2","bowled","1","v New Zealand","Wellington","30 Mar 1999"
"28","7","12","8","1","0","87.50","2","lbw","2","v India","Hove","15 May 1999"
"29","5","29","15","1","0","33.33","2","caught","1","v Sri Lanka","Northampton","19 May 1999"
"30","60","99","94","6","1","63.82","2","caught","1","v England","The Oval","22 May 1999"
"31","38","38","38","4","1","100.00","2","lbw","2","v Kenya","Amstelveen","26 May 1999"
"32","9","31","21","0","0","42.85","2","run out","2","v Zimbabwe","Chelmsford","29 May 1999"
"33","0","6","3","0","0","0.00","2","caught","2","v Pakistan","Nottingham","5 Jun 1999"
"34","91","171","118","6","1","77.11","2","bowled","1","v New Zealand","Birmingham","10 Jun 1999"
"35","101","185","134","10","1","75.37","2","bowled","1","v Australia","Leeds","13 Jun 1999"
"36","30","51","36","6","0","83.33","2","bowled","2","v Australia","Birmingham","17 Jun 1999"
"37","18","36","24","3","0","75.00","2","caught","1","v India","Nairobi (Gym)","26 Sep 1999"
"38","48*","85","55","6","1","87.27","1","retired notout","2","v Zimbabwe","Nairobi (Gym)","28 Sep 1999"
"39","84","168","124","6","3","67.74","1","bowled","1","v India","Nairobi (Gym)","3 Oct 1999"
"40","65","138","92","8","1","70.65","2","caught","2","v Zimbabwe","Johannesburg","21 Jan 2000"
"41","9","17","14","2","0","64.28","2","lbw","1","v England","Bloemfontein","23 Jan 2000"
"42","13","37","29","2","0","44.82","2","caught","1","v England","Cape Town","26 Jan 2000"
"43","20","35","29","3","0","68.96","1","caught","1","v Zimbabwe","Durban","2 Feb 2000"
"44","14","39","29","0","0","48.27","1","caught","2","v England","East London","4 Feb 2000"
"45","11","24","18","1","0","61.11","1","run out","1","v Zimbabwe","Port Elizabeth","6 Feb 2000"
"46","8","22","17","1","0","47.05","1","caught","1","v England","Johannesburg","13 Feb 2000"
"47","111","164","127","11","2","87.40","2","caught","1","v India","Kochi","9 Mar 2000"
"48","27","59","28","4","0","96.42","2","caught","1","v India","Jamshedpur","12 Mar 2000"
"49","19","36","29","2","0","65.51","2","caught","2","v India","Faridabad","15 Mar 2000"
"50","37","69","31","5","0","119.35","2","lbw","1","v India","Vadodara","17 Mar 2000"
"51","74","100","53","13","1","139.62","2","run out","1","v India","Nagpur","19 Mar 2000"
"52","87*","120","93","9","3","93.54","2","not out","2","v India","Sharjah","22 Mar 2000"
"53","0","1","1","0","0","0.00","2","caught","2","v Pakistan","Sharjah","24 Mar 2000"
"54","8","30","17","0","0","47.05","2","caught","2","v India","Sharjah","27 Mar 2000"
"55","59*","140","79","9","0","74.68","2","not out","2","v Pakistan","Sharjah","28 Mar 2000"
"56","5","19","13","1","0","38.46","1","caught","2","v Pakistan","Sharjah","31 Mar 2000"
"57","0","10","8","0","0","0.00","2","caught","2","v Australia","Durban","12 Apr 2000"
"58","5","29","17","1","0","29.41","2","caught","1","v Australia","Cape Town","14 Apr 2000"
"59","4","5","4","1","0","100.00","3","lbw","2","v Australia","Johannesburg","16 Apr 2000"
"60","1","9","2","0","0","50.00","2","lbw","2","v Sri Lanka","Paarl","9 Jan 2001"
"61","13","45","21","1","0","61.90","2","caught","1","v Sri Lanka","Cape Town","11 Jan 2001"
"62","79","163","112","7","1","70.53","2","run out","2","v Sri Lanka","Bloemfontein","14 Jan 2001"
"63","3","12","8","0","0","37.50","2","caught","2","v Sri Lanka","Johannesburg","17 Jan 2001"
"64","8","12","7","2","0","114.28","2","run out","1","v West Indies","Kingston","28 Apr 2001"
"65","104","154","141","8","3","73.75","1","stumped","2","v West Indies","St John's","2 May 2001"
"66","46","65","48","4","2","95.83","2","caught","1","v West Indies","St George's","5 May 2001"
"67","27","46","30","5","0","90.00","1","caught","2","v West Indies","St George's","6 May 2001"
"68","107","138","132","12","3","81.06","2","caught","2","v West Indies","Bridgetown","9 May 2001"
"69","1","8","4","0","0","25.00","2","bowled","1","v West Indies","Port of Spain","12 May 2001"
"70","1","11","12","0","0","8.33","1","caught","1","v West Indies","Kingstown","16 May 2001"
"71","125","151","112","15","2","111.60","2","lbw","1","v Zimbabwe","Bulawayo","23 Sep 2001"
"72","69","105","77","9","1","89.61","2","caught","1","v Zimbabwe","Harare","29 Sep 2001"
"73","39","40","31","9","0","125.80","2","lbw","2","v Zimbabwe","Harare","30 Sep 2001"
"74","48","75","45","10","0","106.66","2","caught","2","v India","Johannesburg","5 Oct 2001"
"75","20","43","27","2","1","74.07","2","caught","2","v Kenya","Benoni","7 Oct 2001"
"76","1","7","3","0","0","33.33","2","caught","2","v India","Centurion","10 Oct 2001"
"77","70","79","60","14","0","116.66","2","caught","2","v Kenya","Kimberley","14 Oct 2001"
"78","47","39","41","7","1","114.63","2","caught","1","v India","East London","19 Oct 2001"
