"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"1","0","-","10","0","0","0.00","2","bowled","1","v England","Ahmedabad","25 Nov 1981"
"2","17","-","30","3","0","56.66","1","lbw","2","v England","Jalandhar","20 Dec 1981"
"3","57","-","43","10","1","132.55","2","caught","1","v Sri Lanka","Amritsar","12 Sep 1982"
"4","95","-","66","13","1","143.93","2","caught","2","v Sri Lanka","Delhi","15 Sep 1982"
"5","92","-","83","-","-","110.84","2","bowled","2","v Sri Lanka","Bangalore","26 Sep 1982"
"6","6","-","15","1","0","40.00","2","caught","2","v Pakistan","Gujranwala","3 Dec 1982"
"7","8","-","21","1","0","38.09","1","bowled","2","v Pakistan","Multan","17 Dec 1982"
"8","39","-","29","3","3","134.48","2","caught","2","v Pakistan","Lahore","31 Dec 1982"
"9","48","-","76","5","0","63.15","1","caught","1","v Pakistan","Karachi","21 Jan 1983"
"10","14","-","17","-","-","82.35","2","caught","1","v West Indies","Manchester","9 Jun 1983"
"11","20","-","27","0","0","74.07","1","caught","2","v Zimbabwe","Leicester","11 Jun 1983"
"12","39","-","63","6","0","61.90","2","caught","2","v Australia","Nottingham","13 Jun 1983"
"13","2","-","9","0","0","22.22","1","caught","2","v West Indies","The Oval","15 Jun 1983"
"14","0","-","13","0","0","0.00","2","caught","1","v Zimbabwe","Tunbridge Wells","18 Jun 1983"
"15","24","-","22","3","0","109.09","2","caught","1","v Australia","Chelmsford","20 Jun 1983"
"16","19","66","44","3","0","43.18","2","caught","2","v England","Manchester","22 Jun 1983"
"17","38","82","57","7","1","66.66","2","lbw","1","v West Indies","Lord's","25 Jun 1983"
"18","16","-","26","2","0","61.53","2","lbw","2","v Pakistan","Hyderabad (Deccan)","10 Sep 1983"
"19","17","-","24","3","0","70.83","2","bowled","2","v Pakistan","Jaipur","2 Oct 1983"
"20","40","-","91","-","-","43.95","2","caught","1","v West Indies","Srinagar","13 Oct 1983"
"21","19","-","45","-","-","42.22","2","bowled","1","v West Indies","Vadodara","9 Nov 1983"
"22","0","-","5","0","0","0.00","2","run out","1","v West Indies","Indore","1 Dec 1983"
"23","3","-","13","0","0","23.07","2","caught","2","v West Indies","Jamshedpur","7 Dec 1983"
"24","11","-","40","-","-","27.50","1","bowled","1","v West Indies","Guwahati","17 Dec 1983"
"25","50","-","72","6","0","69.44","1","bowled","1","v England","Pune","5 Dec 1984"
"26","99","-","111","4","3","89.18","1","lbw","1","v England","Cuttack","27 Dec 1984"
"27","29","-","56","2","1","51.78","2","bowled","1","v England","Bangalore","20 Jan 1985"
"28","6","-","8","1","0","75.00","1","bowled","2","v England","Nagpur","23 Jan 1985"
"29","9","-","9","1","0","100.00","2","run out","2","v England","Chandigarh","27 Jan 1985"
