"","Overs","Mdns","Runs","Wkts","Econ","Pos","Inns","Opposition","Ground","Start Date"
"1","3.0","0","20","2","6.66","6","2","v Pakistan","Hambantota","1 Jun 2012"
"2","2.0","0","17","0","8.50","6","1","v Pakistan","Hambantota","3 Jun 2012"
"3","4.0","0","29","1","7.25","4","2","v Bangladesh","Pallekele","31 Mar 2013"
"4","4.0","0","14","3","3.50","2","1","v South Africa","Colombo (RPS)","2 Aug 2013"
"5","4.0","0","18","2","4.50","3","1","v South Africa","Hambantota","4 Aug 2013"
"6","4.0","0","20","0","5.00","3","1","v South Africa","Hambantota","6 Aug 2013"
"7","3.0","0","14","1","4.66","3","2","v Pakistan","Dubai (DSC)","11 Dec 2013"
"8","4.0","0","27","3","6.75","3","2","v Pakistan","Dubai (DSC)","13 Dec 2013"
"9","3.0","0","21","0","7.00","3","2","v Bangladesh","Chittagong","12 Feb 2014"
"10","4.0","0","11","2","2.75","3","1","v Bangladesh","Chittagong","14 Feb 2014"
"11","4.0","0","22","2","5.50","3","2","v South Africa","Chittagong","22 Mar 2014"
"12","DNB","-","-","-","-","-","1","v Netherlands","Chittagong","24 Mar 2014"
"13","4.0","0","30","0","7.50","4","2","v England","Chittagong","27 Mar 2014"
"14","3.0","0","3","2","1.00","5","2","v New Zealand","Chittagong","31 Mar 2014"
"15","2.0","0","6","0","3.00","2","2","v West Indies","Dhaka","3 Apr 2014"
"16","4.0","0","22","0","5.50","3","1","v India","Dhaka","6 Apr 2014"
"17","3.0","0","26","0","8.66","4","2","v England","The Oval","20 May 2014"
"18","4.0","0","46","4","11.50","3","2","v West Indies","Pallekele","9 Nov 2015"
"19","3.0","0","38","0","12.66","3","1","v West Indies","Colombo (RPS)","11 Nov 2015"
