"","Overs","Mdns","Runs","Wkts","Econ","Pos","Inns","Opposition","Ground","Start Date"
"33","DNB","-","-","-","-","-","2","v Sri Lanka","Colombo (RPS)","23 Jul 2007"
"34","8.0","0","43","1","5.37","5","1","v Sri Lanka","Colombo (RPS)","25 Jul 2007"
"35","9.4","0","56","3","5.79","5","2","v New Zealand","Auckland","26 Dec 2007"
"36","10.0","0","55","0","5.50","5","1","v New Zealand","Napier","28 Dec 2007"
"37","1.0","0","16","0","16.00","3","2","v New Zealand","Queenstown","31 Dec 2007"
"38","8.5","0","29","1","3.28","5","2","v South Africa","Chittagong","9 Mar 2008"
"39","8.0","0","28","0","3.50","5","2","v South Africa","Dhaka","12 Mar 2008"
"40","9.2","1","47","0","5.03","3","2","v South Africa","Dhaka","14 Mar 2008"
"41","10.0","1","38","1","3.80","4","1","v Ireland","Dhaka","18 Mar 2008"
"42","7.0","0","16","2","2.28","4","2","v Ireland","Dhaka","20 Mar 2008"
"43","10.0","1","46","2","4.60","5","2","v Ireland","Dhaka","22 Mar 2008"
"44","10.0","0","52","1","5.20","5","1","v Pakistan","Lahore","8 Apr 2008"
"45","5.0","0","29","1","5.80","4","2","v Pakistan","Faisalabad","11 Apr 2008"
"46","10.0","1","50","2","5.00","5","1","v Pakistan","Lahore","13 Apr 2008"
"47","9.0","1","34","1","3.77","4","2","v Pakistan","Multan","16 Apr 2008"
"48","10.0","0","52","0","5.20","4","1","v Pakistan","Karachi","19 Apr 2008"
"49","10.0","0","46","2","4.60","4","1","v Australia","Darwin","30 Aug 2008"
"50","6.4","0","38","2","5.70","4","2","v Australia","Darwin","3 Sep 2008"
"51","10.0","0","25","0","2.50","4","1","v Australia","Darwin","6 Sep 2008"
"52","10.0","0","30","1","3.00","4","1","v New Zealand","Dhaka","9 Oct 2008"
"53","10.0","0","20","2","2.00","5","1","v New Zealand","Dhaka","11 Oct 2008"
"54","10.0","0","41","2","4.10","4","1","v New Zealand","Chittagong","14 Oct 2008"
"55","10.0","0","48","2","4.80","3","1","v South Africa","Potchefstroom","7 Nov 2008"
"56","10.0","0","67","0","6.70","5","1","v South Africa","Benoni","9 Nov 2008"
"57","10.0","3","23","3","2.30","4","1","v Zimbabwe","Dhaka","10 Jan 2009"
"58","6.0","0","24","0","4.00","4","1","v Sri Lanka","Dhaka","14 Jan 2009"
"59","10.0","2","22","2","2.20","3","2","v Sri Lanka","Dhaka","16 Jan 2009"
"60","10.0","4","11","3","1.10","3","2","v Zimbabwe","Dhaka","19 Jan 2009"
"61","10.0","3","24","0","2.40","4","1","v Zimbabwe","Dhaka","21 Jan 2009"
"62","8.0","4","15","3","1.87","3","1","v Zimbabwe","Dhaka","23 Jan 2009"
"63","8.0","0","26","1","3.25","4","2","v West Indies","Roseau","26 Jul 2009"
"64","10.0","2","42","1","4.20","3","1","v West Indies","Roseau","28 Jul 2009"
"65","9.4","2","28","0","2.89","4","1","v West Indies","Basseterre","31 Jul 2009"
"66","10.0","2","42","2","4.20","3","1","v Zimbabwe","Bulawayo","9 Aug 2009"
"67","9.0","0","39","2","4.33","2","2","v Zimbabwe","Bulawayo","11 Aug 2009"
"68","10.0","0","65","2","6.50","3","1","v Zimbabwe","Bulawayo","14 Aug 2009"
"69","9.0","0","70","0","7.77","3","1","v Zimbabwe","Bulawayo","16 Aug 2009"
"70","8.0","2","22","0","2.75","3","1","v Zimbabwe","Bulawayo","18 Aug 2009"
"71","10.0","0","49","0","4.90","3","2","v Zimbabwe","Dhaka","27 Oct 2009"
"72","9.0","1","24","1","2.66","3","1","v Zimbabwe","Dhaka","29 Oct 2009"
"73","7.0","1","32","0","4.57","3","1","v Zimbabwe","Dhaka","31 Oct 2009"
"74","6.5","1","8","3","1.17","4","1","v Zimbabwe","Chittagong","3 Nov 2009"
"75","10.0","1","29","3","2.90","3","1","v Zimbabwe","Chittagong","5 Nov 2009"
"76","10.0","0","43","0","4.30","3","2","v Sri Lanka","Dhaka","4 Jan 2010"
"77","10.0","0","45","1","4.50","4","2","v India","Dhaka","7 Jan 2010"
"78","8.0","2","27","0","3.37","4","2","v Sri Lanka","Dhaka","8 Jan 2010"
"79","10.0","0","58","1","5.80","4","2","v India","Dhaka","11 Jan 2010"
"80","9.0","0","62","1","6.88","4","1","v New Zealand","Napier","5 Feb 2010"
"81","3.0","0","13","0","4.33","4","2","v New Zealand","Dunedin","8 Feb 2010"
"82","10.0","0","33","4","3.30","4","2","v New Zealand","Christchurch","11 Feb 2010"
"83","10.0","1","42","1","4.20","3","2","v England","Dhaka","28 Feb 2010"
"84","10.0","2","32","3","3.20","5","2","v England","Dhaka","2 Mar 2010"
"85","10.0","0","45","1","4.50","4","1","v England","Chittagong","5 Mar 2010"
"86","10.0","0","49","2","4.90","3","2","v India","Dambulla","16 Jun 2010"
"87","10.0","0","49","1","4.90","4","1","v Sri Lanka","Dambulla","18 Jun 2010"
"88","10.0","0","73","2","7.30","6","1","v Pakistan","Dambulla","21 Jun 2010"
"89","10.0","0","35","2","3.50","4","2","v England","Nottingham","8 Jul 2010"
"90","10.0","0","40","2","4.00","5","2","v England","Bristol","10 Jul 2010"
"91","10.0","0","75","0","7.50","5","1","v England","Birmingham","12 Jul 2010"
"92","10.0","0","52","1","5.20","5","2","v Ireland","Belfast","15 Jul 2010"
"93","9.0","1","21","2","2.33","4","1","v Ireland","Belfast","16 Jul 2010"
"94","5.0","0","36","2","7.20","4","2","v Netherlands","Glasgow","20 Jul 2010"
"95","8.0","0","41","4","5.12","5","2","v New Zealand","Dhaka","5 Oct 2010"
"96","9.0","1","45","2","5.00","4","1","v New Zealand","Dhaka","11 Oct 2010"
"97","10.0","0","54","3","5.40","4","2","v New Zealand","Dhaka","14 Oct 2010"
"98","10.0","1","35","2","3.50","5","2","v New Zealand","Dhaka","17 Oct 2010"
"99","10.0","0","37","1","3.70","5","1","v Zimbabwe","Dhaka","1 Dec 2010"
"100","9.0","0","39","4","4.33","4","1","v Zimbabwe","Dhaka","3 Dec 2010"
"101","9.0","0","57","1","6.33","4","2","v Zimbabwe","Dhaka","6 Dec 2010"
"102","10.0","0","58","3","5.80","6","1","v Zimbabwe","Chittagong","12 Dec 2010"
"103","10.0","0","61","1","6.10","4","1","v India","Dhaka","19 Feb 2011"
"104","8.0","0","28","2","3.50","4","2","v Ireland","Dhaka","25 Feb 2011"
"105","0.2","0","1","0","3.00","6","2","v West Indies","Dhaka","4 Mar 2011"
"106","10.0","0","49","2","4.90","6","1","v England","Chittagong","11 Mar 2011"
"107","8.0","0","38","1","4.75","3","1","v Netherlands","Chittagong","14 Mar 2011"
"108","10.0","0","46","2","4.60","6","1","v South Africa","Dhaka","19 Mar 2011"
"109","10.0","0","34","0","3.40","5","1","v Australia","Dhaka","9 Apr 2011"
"110","7.0","1","35","1","5.00","3","2","v Australia","Dhaka","11 Apr 2011"
"111","7.0","0","48","0","6.85","3","1","v Australia","Dhaka","13 Apr 2011"
"112","10.0","0","48","1","4.80","4","2","v Zimbabwe","Harare","12 Aug 2011"
"113","8.0","1","31","0","3.87","4","2","v Zimbabwe","Harare","14 Aug 2011"
"114","6.0","0","46","2","7.66","6","1","v Zimbabwe","Harare","16 Aug 2011"
"115","6.0","0","25","1","4.16","5","1","v Zimbabwe","Bulawayo","19 Aug 2011"
"116","7.0","0","26","2","3.71","4","2","v Zimbabwe","Bulawayo","21 Aug 2011"
"117","10.0","0","50","0","5.00","4","1","v West Indies","Dhaka","13 Oct 2011"
"118","10.0","1","30","2","3.00","3","2","v West Indies","Dhaka","15 Oct 2011"
"119","5.0","0","16","4","3.20","4","1","v West Indies","Chittagong","18 Oct 2011"
"120","9.4","3","42","2","4.34","3","2","v Pakistan","Dhaka","1 Dec 2011"
"121","10.0","0","27","1","2.70","3","1","v Pakistan","Dhaka","3 Dec 2011"
"122","10.0","2","21","1","2.10","4","1","v Pakistan","Chittagong","6 Dec 2011"
"123","10.0","0","41","2","4.10","3","1","v Pakistan","Dhaka","11 Mar 2012"
"124","10.0","0","63","0","6.30","4","1","v India","Dhaka","16 Mar 2012"
"125","10.0","1","56","2","5.60","5","1","v Sri Lanka","Dhaka","20 Mar 2012"
"126","10.0","1","39","2","3.90","5","1","v Pakistan","Dhaka","22 Mar 2012"
"127","3.0","0","27","0","9.00","4","2","v Zimbabwe","Bulawayo","3 May 2013"
"128","9.0","0","42","1","4.66","5","2","v Zimbabwe","Bulawayo","5 May 2013"
"129","9.0","1","43","0","4.77","5","2","v Zimbabwe","Bulawayo","8 May 2013"
"130","7.0","0","29","2","4.14","3","1","v Sri Lanka","Dhaka","17 Feb 2014"
"131","10.0","1","46","1","4.60","4","1","v Sri Lanka","Dhaka","20 Feb 2014"
"132","10.0","2","53","1","5.30","3","2","v Pakistan","Dhaka","4 Mar 2014"
"133","10.0","0","27","0","2.70","3","2","v Sri Lanka","Dhaka","6 Mar 2014"
"134","6.0","0","27","2","4.50","3","2","v India","Dhaka","15 Jun 2014"
"135","2.3","0","8","1","3.20","5","1","v India","Dhaka","17 Jun 2014"
"136","7.2","0","27","3","3.68","4","1","v India","Dhaka","19 Jun 2014"
"137","10.0","0","41","4","4.10","4","2","v Zimbabwe","Chittagong","21 Nov 2014"
"138","8.0","2","18","1","2.25","5","2","v Zimbabwe","Chittagong","23 Nov 2014"
"139","7.0","1","19","1","2.71","6","2","v Zimbabwe","Dhaka","26 Nov 2014"
"140","10.0","1","28","2","2.80","3","2","v Zimbabwe","Dhaka","28 Nov 2014"
"141","7.0","1","30","3","4.28","3","1","v Zimbabwe","Dhaka","1 Dec 2014"
"142","8.5","0","43","2","4.86","4","2","v Afghanistan","Canberra","18 Feb 2015"
"143","10.0","0","55","0","5.50","4","1","v Sri Lanka","Melbourne","26 Feb 2015"
"144","10.0","0","46","1","4.60","2","1","v Scotland","Nelson","5 Mar 2015"
"145","10.0","0","41","0","4.10","4","2","v England","Adelaide","9 Mar 2015"
"146","8.5","1","55","4","6.22","1","2","v New Zealand","Hamilton","13 Mar 2015"
"147","10.0","0","58","1","5.80","6","1","v India","Melbourne","19 Mar 2015"
"148","9.2","0","45","1","4.82","4","2","v Pakistan","Dhaka","17 Apr 2015"
"149","10.0","0","51","2","5.10","6","1","v Pakistan","Dhaka","19 Apr 2015"
"150","10.0","0","34","2","3.40","6","1","v Pakistan","Dhaka","22 Apr 2015"
"151","8.0","0","33","2","4.12","6","2","v India","Dhaka","18 Jun 2015"
"152","7.0","0","33","0","4.71","6","1","v India","Dhaka","21 Jun 2015"
"153","9.0","1","33","1","3.66","6","1","v India","Dhaka","24 Jun 2015"
"154","5.0","1","27","0","5.40","4","2","v South Africa","Dhaka","10 Jul 2015"
"155","10.0","0","30","0","3.00","3","1","v South Africa","Dhaka","12 Jul 2015"
"156","8.0","0","33","3","4.12","3","1","v South Africa","Chittagong","15 Jul 2015"
"157","10.0","0","47","5","4.70","3","2","v Zimbabwe","Dhaka","7 Nov 2015"
