"","Overs","Mdns","Runs","Wkts","Econ","Pos","Inns","Opposition","Ground","Start Date"
"40","10.0","3","23","2","2.30","4","1","v West Indies","Gros Islet","25 Apr 2011"
"41","8.4","0","29","3","3.34","5","1","v West Indies","Bridgetown","28 Apr 2011"
"42","4.0","0","16","0","4.00","4","2","v West Indies","Bridgetown","2 May 2011"
"43","7.0","0","33","0","4.71","4","2","v West Indies","Providence","5 May 2011"
"44","3.0","1","7","3","2.33","5","1","v Ireland","Belfast","28 May 2011"
"45","10.0","0","35","4","3.50","3","1","v Ireland","Belfast","30 May 2011"
"46","10.0","0","48","1","4.80","3","2","v Zimbabwe","Bulawayo","8 Sep 2011"
"47","10.0","0","42","0","4.20","6","1","v Zimbabwe","Harare","11 Sep 2011"
"48","6.0","0","21","2","3.50","6","1","v Sri Lanka","Dubai (DSC)","11 Nov 2011"
"49","10.0","0","61","3","6.10","3","1","v Sri Lanka","Dubai (DSC)","14 Nov 2011"
"50","10.0","0","42","3","4.20","6","2","v Sri Lanka","Dubai (DSC)","18 Nov 2011"
"51","9.0","1","29","2","3.22","5","2","v Sri Lanka","Sharjah","20 Nov 2011"
"52","10.0","2","26","1","2.60","4","1","v Sri Lanka","Abu Dhabi","23 Nov 2011"
"53","6.0","2","13","1","2.16","5","1","v Bangladesh","Dhaka","1 Dec 2011"
"54","10.0","1","33","1","3.30","5","2","v Bangladesh","Dhaka","3 Dec 2011"
"55","7.0","4","6","2","0.85","5","2","v Bangladesh","Chittagong","6 Dec 2011"
"56","10.0","1","32","0","3.20","3","1","v Afghanistan","Sharjah","10 Feb 2012"
"57","10.0","0","43","5","4.30","4","1","v England","Abu Dhabi","13 Feb 2012"
"58","10.0","0","54","1","5.40","6","1","v England","Abu Dhabi","15 Feb 2012"
"59","10.0","1","40","1","4.00","3","2","v England","Dubai (DSC)","18 Feb 2012"
"60","10.0","0","62","3","6.20","3","2","v England","Dubai (DSC)","21 Feb 2012"
"61","10.0","0","45","2","4.50","3","2","v Bangladesh","Dhaka","11 Mar 2012"
"62","8.4","1","27","3","3.11","5","1","v Sri Lanka","Dhaka","15 Mar 2012"
"63","9.0","0","49","1","5.44","4","2","v India","Dhaka","18 Mar 2012"
"64","10.0","2","40","2","4.00","3","2","v Bangladesh","Dhaka","22 Mar 2012"
"65","5.0","0","23","0","4.60","5","1","v Sri Lanka","Pallekele","7 Jun 2012"
"66","10.0","0","49","1","4.90","5","1","v Sri Lanka","Pallekele","9 Jun 2012"
"67","TDNB","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","13 Jun 2012"
"68","10.0","1","50","2","5.00","5","1","v Sri Lanka","Colombo (RPS)","16 Jun 2012"
"69","10.0","0","30","3","3.00","5","2","v Australia","Sharjah","28 Aug 2012"
"70","10.0","0","32","4","3.20","5","1","v Australia","Abu Dhabi","31 Aug 2012"
"71","9.0","1","37","3","4.11","5","2","v Australia","Sharjah","3 Sep 2012"
"72","10.0","1","42","0","4.20","4","1","v India","Chennai","30 Dec 2012"
"73","10.0","1","20","3","2.00","5","2","v India","Kolkata","3 Jan 2013"
"74","9.4","1","24","5","2.48","5","1","v India","Delhi","6 Jan 2013"
"75","10.0","0","53","2","5.30","4","1","v South Africa","Bloemfontein","10 Mar 2013"
"76","8.2","0","23","2","2.76","3","1","v South Africa","Centurion","15 Mar 2013"
"77","10.0","0","62","1","6.20","6","1","v South Africa","Johannesburg","17 Mar 2013"
"78","10.0","0","42","3","4.20","5","1","v South Africa","Durban","21 Mar 2013"
"79","10.0","1","34","0","3.40","5","2","v South Africa","Benoni","24 Mar 2013"
"80","6.4","0","25","3","3.75","5","2","v Scotland","Edinburgh","17 May 2013"
"81","10.0","0","71","0","7.10","6","2","v Ireland","Dublin","23 May 2013"
"82","10.0","1","38","2","3.80","3","2","v West Indies","The Oval","7 Jun 2013"
"83","10.0","0","42","1","4.20","5","1","v South Africa","Birmingham","10 Jun 2013"
"84","5.0","0","29","1","5.80","3","2","v India","Birmingham","15 Jun 2013"
"85","7.0","0","25","0","3.57","4","2","v West Indies","Providence","14 Jul 2013"
"86","10.0","0","45","2","4.50","3","1","v West Indies","Providence","16 Jul 2013"
"87","10.0","1","36","3","3.60","6","2","v West Indies","Gros Islet","19 Jul 2013"
"88","10.0","0","43","1","4.30","6","1","v West Indies","Gros Islet","21 Jul 2013"
"89","10.0","2","57","2","5.70","6","1","v West Indies","Gros Islet","24 Jul 2013"
"90","10.0","0","44","2","4.40","3","2","v Zimbabwe","Harare","27 Aug 2013"
"91","7.0","0","40","2","5.71","5","2","v Zimbabwe","Harare","29 Aug 2013"
"92","7.0","1","15","2","2.14","6","2","v Zimbabwe","Harare","31 Aug 2013"
"93","10.0","2","30","4","3.00","3","1","v South Africa","Sharjah","30 Oct 2013"
"94","8.0","1","15","2","1.87","4","2","v South Africa","Dubai (DSC)","1 Nov 2013"
"95","10.0","1","38","2","3.80","4","1","v South Africa","Abu Dhabi","6 Nov 2013"
"96","10.0","0","53","0","5.30","4","1","v South Africa","Abu Dhabi","8 Nov 2013"
"97","10.0","0","45","3","4.50","3","1","v South Africa","Sharjah","11 Nov 2013"
"98","10.0","0","28","2","2.80","5","2","v South Africa","Cape Town","24 Nov 2013"
"99","8.0","0","46","1","5.75","3","2","v South Africa","Port Elizabeth","27 Nov 2013"
"100","10.0","1","34","2","3.40","4","2","v South Africa","Centurion","30 Nov 2013"
"101","10.0","0","48","0","4.80","4","2","v Sri Lanka","Sharjah","18 Dec 2013"
"102","10.0","0","44","1","4.40","3","2","v Sri Lanka","Dubai (DSC)","20 Dec 2013"
"103","10.0","1","37","2","3.70","5","2","v Sri Lanka","Sharjah","22 Dec 2013"
"104","9.5","1","39","4","3.96","5","1","v Sri Lanka","Abu Dhabi","25 Dec 2013"
"105","10.0","0","43","2","4.30","5","2","v Sri Lanka","Abu Dhabi","27 Dec 2013"
"106","10.0","0","50","1","5.00","5","1","v Sri Lanka","Fatullah","25 Feb 2014"
"107","9.0","1","25","2","2.77","5","2","v Afghanistan","Fatullah","27 Feb 2014"
"108","10.0","0","40","3","4.00","6","1","v India","Dhaka","2 Mar 2014"
"109","10.0","0","61","2","6.10","6","1","v Bangladesh","Dhaka","4 Mar 2014"
"110","10.0","2","26","3","2.60","4","2","v Sri Lanka","Dhaka","8 Mar 2014"
"111","4.0","0","10","1","2.50","3","2","v Sri Lanka","Dambulla","30 Aug 2014"
"112","10.0","0","74","0","7.40","4","1","v Bangladesh","Dhaka","17 Apr 2015"
"113","9.1","1","49","1","5.34","4","2","v Bangladesh","Dhaka","19 Apr 2015"
