"","Overs","Mdns","Runs","Wkts","Econ","Pos","Inns","Opposition","Ground","Start Date"
"88","5.0","0","36","0","7.20","2","2","v West Indies","Durban","16 Jan 2015"
"89","10.0","0","43","2","4.30","1","2","v West Indies","Johannesburg","18 Jan 2015"
"90","7.0","0","26","1","3.71","1","1","v West Indies","East London","21 Jan 2015"
"91","9.0","1","58","1","6.44","1","2","v West Indies","Port Elizabeth","25 Jan 2015"
"92","8.2","1","49","2","5.88","2","2","v Zimbabwe","Hamilton","15 Feb 2015"
"93","10.0","0","59","2","5.90","4","1","v India","Melbourne","22 Feb 2015"
"94","5.1","0","23","2","4.45","3","2","v West Indies","Sydney","27 Feb 2015"
"95","9.0","0","34","3","3.77","3","2","v Ireland","Canberra","3 Mar 2015"
"96","9.4","0","25","2","2.58","3","1","v Pakistan","Auckland","7 Mar 2015"
"97","10.0","2","23","2","2.30","3","2","v U.A.E.","Wellington","12 Mar 2015"
"98","7.0","1","27","1","3.85","3","1","v Sri Lanka","Sydney","18 Mar 2015"
"99","9.0","0","59","3","6.55","3","2","v New Zealand","Auckland","24 Mar 2015"
"100","5.0","0","36","0","7.20","3","2","v Bangladesh","Chittagong","15 Jul 2015"
"101","10.0","0","51","1","5.10","4","2","v India","Kanpur","11 Oct 2015"
"102","10.0","0","42","2","4.20","3","1","v India","Indore","14 Oct 2015"
"103","10.0","1","39","4","3.90","3","2","v India","Rajkot","18 Oct 2015"
