"","Overs","Mdns","Runs","Wkts","Econ","Pos","Inns","Opposition","Ground","Start Date"
"60","7.4","0","43","2","5.60","1","2","v South Africa","Centurion","22 Sep 2009"
"61","9.0","0","43","1","4.77","1","2","v England","Johannesburg","25 Sep 2009"
"62","10.0","0","85","1","8.50","3","1","v New Zealand","Johannesburg","27 Sep 2009"
"63","9.3","1","56","0","5.89","3","2","v India","Cuttack","21 Dec 2009"
"64","9.1","0","75","0","8.18","3","2","v India","Kolkata","24 Dec 2009"
"65","10.0","0","34","5","3.40","2","2","v Pakistan","Dambulla","15 Jun 2010"
"66","8.2","0","35","2","4.20","2","2","v Bangladesh","Dambulla","18 Jun 2010"
"67","10.0","0","57","2","5.70","2","1","v India","Dambulla","24 Jun 2010"
"68","10.0","1","35","3","3.50","1","1","v New Zealand","Dambulla","13 Aug 2010"
"69","7.0","0","34","0","4.85","1","2","v India","Dambulla","16 Aug 2010"
"70","TDNB","-","-","-","-","-","-","v New Zealand","Dambulla","19 Aug 2010"
"71","9.0","1","21","2","2.33","1","1","v India","Dambulla","22 Aug 2010"
"72","9.0","0","49","2","5.44","1","2","v India","Dambulla","28 Aug 2010"
"73","10.0","0","39","1","3.90","1","1","v Australia","Melbourne","3 Nov 2010"
"74","7.4","0","34","1","4.43","1","2","v Australia","Sydney","5 Nov 2010"
"75","6.0","0","31","0","5.16","1","2","v Australia","Brisbane","7 Nov 2010"
"76","10.0","0","51","3","5.10","1","1","v West Indies","Colombo (SSC)","31 Jan 2011"
"77","10.0","0","30","3","3.00","1","1","v West Indies","Colombo (SSC)","3 Feb 2011"
"78","7.4","0","38","6","4.95","1","1","v Kenya","Colombo (RPS)","1 Mar 2011"
"79","TDNB","-","-","-","-","-","-","v Australia","Colombo (RPS)","5 Mar 2011"
"80","8.0","0","51","0","6.37","1","2","v Zimbabwe","Pallekele","10 Mar 2011"
"81","5.0","0","38","1","7.60","1","2","v New Zealand","Mumbai","18 Mar 2011"
"82","10.0","0","46","1","4.60","1","1","v England","Colombo (RPS)","26 Mar 2011"
"83","9.0","0","55","3","6.11","1","1","v New Zealand","Colombo (RPS)","29 Mar 2011"
"84","9.0","0","42","2","4.66","1","2","v India","Mumbai","2 Apr 2011"
"85","7.0","0","40","3","5.71","1","1","v England","The Oval","28 Jun 2011"
"86","8.0","0","41","1","5.12","3","2","v England","Leeds","1 Jul 2011"
"87","10.0","1","54","2","5.40","2","1","v England","Lord's","3 Jul 2011"
"88","5.0","0","28","0","5.60","2","2","v England","Nottingham","6 Jul 2011"
"89","10.0","0","60","0","6.00","3","1","v England","Manchester","9 Jul 2011"
"90","9.4","2","30","5","3.10","1","2","v Scotland","Edinburgh","13 Jul 2011"
"91","8.0","0","45","1","5.62","1","2","v Australia","Hambantota","14 Aug 2011"
"92","8.2","2","28","5","3.36","1","2","v Australia","Hambantota","16 Aug 2011"
"93","7.0","2","18","2","2.57","1","2","v Australia","Colombo (RPS)","20 Aug 2011"
"94","8.0","2","35","3","4.37","1","1","v Australia","Colombo (RPS)","22 Aug 2011"
"95","5.0","0","35","0","7.00","1","2","v Pakistan","Dubai (DSC)","11 Nov 2011"
"96","9.0","1","36","3","4.00","1","2","v Pakistan","Dubai (DSC)","14 Nov 2011"
"97","10.0","0","57","2","5.70","1","1","v Pakistan","Dubai (DSC)","18 Nov 2011"
"98","9.3","0","38","1","4.00","1","1","v Pakistan","Sharjah","20 Nov 2011"
"99","9.0","2","28","1","3.11","1","2","v Pakistan","Abu Dhabi","23 Nov 2011"
"100","10.0","0","54","5","5.40","1","1","v South Africa","Paarl","11 Jan 2012"
"101","10.0","1","38","1","3.80","1","2","v South Africa","East London","14 Jan 2012"
"102","5.0","1","20","2","4.00","1","2","v South Africa","Bloemfontein","17 Jan 2012"
"103","10.0","0","57","1","5.70","1","1","v South Africa","Kimberley","20 Jan 2012"
"104","10.0","0","79","2","7.90","2","1","v South Africa","Johannesburg","22 Jan 2012"
"105","9.0","0","49","1","5.44","1","2","v India","Perth","8 Feb 2012"
"106","10.0","0","48","2","4.80","1","1","v Australia","Perth","10 Feb 2012"
"107","10.0","1","53","2","5.30","1","2","v India","Adelaide","14 Feb 2012"
"108","8.5","0","42","1","4.75","1","1","v Australia","Sydney","17 Feb 2012"
"109","8.0","0","55","2","6.87","1","2","v India","Brisbane","21 Feb 2012"
"110","10.0","0","56","1","5.60","1","1","v Australia","Hobart","24 Feb 2012"
"111","7.4","0","96","1","12.52","1","2","v India","Hobart","28 Feb 2012"
"112","10.0","0","49","4","4.90","1","2","v Australia","Melbourne","2 Mar 2012"
"113","8.0","0","74","1","9.25","1","1","v Australia","Brisbane","4 Mar 2012"
"114","10.0","1","40","3","4.00","3","1","v Australia","Adelaide","6 Mar 2012"
"115","10.0","0","69","0","6.90","3","1","v Australia","Adelaide","8 Mar 2012"
"116","8.0","1","44","0","5.50","1","2","v Pakistan","Dhaka","15 Mar 2012"
"117","8.0","0","29","0","3.62","1","2","v Bangladesh","Dhaka","20 Mar 2012"
"118","7.0","2","24","1","3.42","1","2","v Pakistan","Pallekele","7 Jun 2012"
"119","8.0","1","40","2","5.00","2","2","v Pakistan","Pallekele","9 Jun 2012"
"120","3.0","0","9","1","3.00","1","1","v Pakistan","Colombo (RPS)","13 Jun 2012"
"121","7.0","0","30","2","4.28","1","2","v Pakistan","Colombo (RPS)","16 Jun 2012"
"122","10.0","1","52","1","5.20","1","1","v Pakistan","Colombo (RPS)","18 Jun 2012"
"123","10.0","0","83","0","8.30","2","1","v India","Hambantota","21 Jul 2012"
"124","7.3","0","36","2","4.80","1","1","v India","Hambantota","24 Jul 2012"
"125","10.0","0","60","2","6.00","1","2","v India","Colombo (RPS)","28 Jul 2012"
"126","8.0","1","41","1","5.12","1","2","v India","Colombo (RPS)","31 Jul 2012"
"127","10.0","0","64","3","6.40","1","1","v India","Pallekele","4 Aug 2012"
"128","10.0","0","39","2","3.90","1","1","v New Zealand","Pallekele","4 Nov 2012"
"129","7.0","0","40","1","5.71","1","1","v New Zealand","Pallekele","6 Nov 2012"
"130","6.0","1","38","0","6.33","1","1","v New Zealand","Hambantota","10 Nov 2012"
"131","TDNB","-","-","-","-","-","-","v New Zealand","Hambantota","12 Nov 2012"
"132","10.0","1","61","1","6.10","2","1","v Australia","Melbourne","11 Jan 2013"
"133","9.0","0","32","3","3.55","4","1","v Australia","Adelaide","13 Jan 2013"
"134","7.0","2","14","3","2.00","3","1","v Australia","Brisbane","18 Jan 2013"
"135","10.0","2","33","2","3.30","3","1","v Australia","Sydney","20 Jan 2013"
"136","10.0","1","49","1","4.90","4","1","v Australia","Hobart","23 Jan 2013"
"137","10.0","0","51","2","5.10","1","1","v Bangladesh","Hambantota","23 Mar 2013"
"138","TDNB","-","-","-","-","-","-","v Bangladesh","Hambantota","25 Mar 2013"
"139","6.0","0","29","2","4.83","2","2","v Bangladesh","Pallekele","28 Mar 2013"
"140","10.0","2","34","4","3.40","1","2","v New Zealand","Cardiff","9 Jun 2013"
"141","10.0","2","58","2","5.80","2","1","v England","The Oval","13 Jun 2013"
"142","9.0","0","60","1","6.66","3","2","v Australia","The Oval","17 Jun 2013"
"143","8.0","0","54","0","6.75","2","2","v India","Cardiff","20 Jun 2013"
"144","7.0","0","34","0","4.85","1","2","v West Indies","Kingston","28 Jun 2013"
"145","7.5","0","40","2","5.10","5","2","v India","Kingston","2 Jul 2013"
"146","8.0","2","42","2","5.25","6","2","v West Indies","Port of Spain","7 Jul 2013"
"147","3.0","1","7","0","2.33","4","1","v India","Port of Spain","9 Jul 2013"
"148","10.0","1","58","1","5.80","4","2","v India","Port of Spain","11 Jul 2013"
"149","4.0","1","21","1","5.25","1","2","v South Africa","Colombo (RPS)","20 Jul 2013"
"150","3.0","0","17","1","5.66","1","2","v South Africa","Colombo (RPS)","23 Jul 2013"
"151","10.0","0","57","1","5.70","1","1","v South Africa","Pallekele","26 Jul 2013"
"152","9.0","0","52","3","5.77","1","1","v South Africa","Pallekele","28 Jul 2013"
"153","2.2","0","8","1","3.42","1","2","v New Zealand","Hambantota","10 Nov 2013"
"154","5.0","0","42","0","8.40","1","2","v New Zealand","Hambantota","12 Nov 2013"
"155","3.0","0","31","0","10.33","6","2","v New Zealand","Dambulla","16 Nov 2013"
"156","10.0","1","59","0","5.90","2","1","v Pakistan","Sharjah","18 Dec 2013"
"157","10.0","0","78","1","7.80","2","1","v Pakistan","Dubai (DSC)","20 Dec 2013"
"158","10.0","0","58","1","5.80","2","1","v Pakistan","Sharjah","22 Dec 2013"
"159","7.0","0","40","0","5.71","2","2","v Pakistan","Abu Dhabi","25 Dec 2013"
"160","10.0","0","57","4","5.70","4","1","v Pakistan","Abu Dhabi","27 Dec 2013"
"161","8.0","1","37","1","4.62","1","2","v Bangladesh","Dhaka","17 Feb 2014"
"162","8.0","2","45","2","5.62","1","2","v Bangladesh","Dhaka","20 Feb 2014"
"163","9.5","0","52","5","5.28","1","2","v Pakistan","Fatullah","25 Feb 2014"
"164","10.0","0","58","1","5.80","1","1","v India","Fatullah","28 Feb 2014"
"165","5.0","0","23","0","4.60","1","2","v Afghanistan","Dhaka","3 Mar 2014"
"166","10.0","0","56","5","5.60","1","1","v Pakistan","Dhaka","8 Mar 2014"
"167","8.0","0","71","0","8.87","1","1","v England","The Oval","22 May 2014"
"168","4.0","1","17","1","4.25","2","2","v England","Chester-le-Street","25 May 2014"
"169","3.0","0","13","0","4.33","2","2","v England","Manchester","28 May 2014"
"170","10.0","2","52","3","5.20","2","2","v England","Lord's","31 May 2014"
"171","9.1","0","50","3","5.45","2","1","v England","Birmingham","3 Jun 2014"
"172","7.0","0","52","0","7.42","1","1","v South Africa","Colombo (RPS)","6 Jul 2014"
"173","6.0","1","24","4","4.00","1","2","v South Africa","Pallekele","9 Jul 2014"
"174","10.0","0","85","0","8.50","1","1","v South Africa","Hambantota","12 Jul 2014"
"175","9.0","0","60","1","6.66","1","2","v Pakistan","Hambantota","23 Aug 2014"
"176","6.5","0","56","2","8.19","2","2","v Pakistan","Hambantota","26 Aug 2014"
"177","7.0","2","17","1","2.42","2","1","v Pakistan","Dambulla","30 Aug 2014"
"178","10.0","0","84","0","8.40","2","1","v New Zealand","Christchurch","14 Feb 2015"
"179","9.4","1","41","3","4.24","1","1","v Afghanistan","Dunedin","22 Feb 2015"
"180","9.0","0","35","3","3.88","1","2","v Bangladesh","Melbourne","26 Feb 2015"
"181","10.0","0","63","1","6.30","1","1","v England","Wellington","1 Mar 2015"
"182","10.0","0","59","2","5.90","1","1","v Australia","Sydney","8 Mar 2015"
"183","9.0","0","29","2","3.22","1","2","v Scotland","Hobart","11 Mar 2015"
"184","6.0","0","43","1","7.16","1","2","v South Africa","Sydney","18 Mar 2015"
"185","8.0","0","56","0","7.00","1","2","v Pakistan","Dambulla","11 Jul 2015"
"186","10.0","0","64","2","6.40","4","1","v Pakistan","Pallekele","15 Jul 2015"
"187","10.0","0","80","1","8.00","3","1","v Pakistan","Colombo (RPS)","19 Jul 2015"
"188","9.0","2","46","1","5.11","1","2","v Pakistan","Colombo (RPS)","22 Jul 2015"
"189","6.0","1","20","0","3.33","1","1","v West Indies","Colombo (RPS)","1 Nov 2015"
"190","7.4","0","43","2","5.60","1","1","v West Indies","Colombo (RPS)","4 Nov 2015"
"191","7.0","0","43","2","6.14","1","1","v West Indies","Pallekele","7 Nov 2015"
