"","Runs","Mins","BF","4s","6s","SR","Pos","Dismissal","Inns","Opposition","Ground","Start Date"
"1","15*","21","14","1","0","107.14","5","not out","1","v England","Adelaide","12 Jan 2011"
"2","53*","35","33","4","2","160.60","6","not out","1","v England","Melbourne","14 Jan 2011"
"3","36","33","23","6","0","156.52","2","run out","1","v India","Melbourne","3 Feb 2012"
"4","1","8","3","0","0","33.33","2","caught","1","v Sri Lanka","Sydney","26 Jan 2013"
"5","7","17","6","1","0","116.66","1","lbw","2","v Sri Lanka","Melbourne","28 Jan 2013"
"6","4","5","6","0","0","66.66","1","bowled","2","v West Indies","Brisbane","13 Feb 2013"
"7","156","70","63","11","14","247.61","2","bowled","1","v England","Southampton","29 Aug 2013"
"8","5","6","5","1","0","100.00","2","caught","2","v England","Chester-le-Street","31 Aug 2013"
"9","89","71","52","14","1","171.15","1","caught","1","v India","Rajkot","10 Oct 2013"
"10","52","46","31","5","3","167.74","2","caught","1","v England","Hobart","29 Jan 2014"
"11","10","21","11","2","0","90.90","2","lbw","2","v England","Melbourne","31 Jan 2014"
"12","30","29","21","1","3","142.85","2","caught","1","v England","Sydney","2 Feb 2014"
"13","5","6","5","1","0","100.00","1","caught","2","v South Africa","Durban","12 Mar 2014"
"14","39","34","27","6","0","144.44","1","caught","2","v South Africa","Centurion","14 Mar 2014"
"15","65","79","54","7","2","120.37","2","bowled","2","v Pakistan","Dhaka","23 Mar 2014"
"16","16","14","11","2","1","145.45","1","bowled","1","v West Indies","Dhaka","28 Mar 2014"
"17","6","15","11","1","0","54.54","1","caught","2","v India","Dhaka","30 Mar 2014"
"18","71","62","45","7","4","157.77","1","caught","2","v Bangladesh","Dhaka","1 Apr 2014"
"19","5","8","9","1","0","55.55","2","caught","2","v Pakistan","Dubai (DSC)","5 Oct 2014"
"20","14","16","11","2","0","127.27","2","caught","1","v South Africa","Adelaide","5 Nov 2014"
"21","44*","-","30","8","0","146.66","2","not out","2","v South Africa","Melbourne","7 Nov 2014"
"22","33","-","25","2","2","132.00","2","caught","2","v South Africa","Sydney","9 Nov 2014"
